"","X","timepoint","state","y","ysl","ysl_lag1","y_lag1","latitude","longitude","totalwagescapita","emplvlcapita","popestimate","qtrly_estabs_count","totalwagescapita_dif","emplvlcapita_dif","popestimate_dif","qtrly_estabs_count_dif","y_lag2","ysl_lag2","y_lag3","ysl_lag3","y_lag4","ysl_lag4","y_lag5","ysl_lag5"
"1",7,7,"Kentucky",1.69198607241388,7.17639359951221,7.33476353407241,1.73116814880849,38.186722,-84.875374,1904.90218017396,0.374809128327954,3743898.5,85738,-166.124491664627,-1.6319814507777,10785.25,286,0.955881093126365,3.98313524989504,0.968804445788685,4.04997417968147,0.982038068568158,4.11882473603953,0.995593049978005,4.18981252955604
"2",8,8,"Kentucky",1.65435355720778,7.0239992488311,7.17639359951221,1.69198607241388,38.186722,-84.875374,2104.05651261574,0.383910007511729,3754683.75,85797,261.059535890604,1.58831745823854,10785.25,59,1.73116814880849,7.33476353407241,0.955881093126365,3.98313524989504,0.968804445788685,4.04997417968147,0.982038068568158,4.11882473603953
"3",9,9,"Kentucky",1.61818180343385,6.87722694199593,7.0239992488311,1.65435355720778,38.186722,-84.875374,1974.29931464049,0.375389183481084,3765469,86486,-328.911530417044,-1.76217032144203,10785.25,689,1.69198607241388,7.17639359951221,1.73116814880849,7.33476353407241,0.955881093126365,3.98313524989504,0.968804445788685,4.04997417968147
"4",10,10,"Kentucky",0.999432170594794,5.32552667083337,6.87722694199593,1.61818180343385,38.186722,-84.875374,2078.49239317997,0.386562552101904,3777153.25,86948,233.950276514739,1.96941926514649,11684.25,462,1.65435355720778,7.0239992488311,1.69198607241388,7.17639359951221,1.73116814880849,7.33476353407241,0.955881093126365,3.98313524989504
"5",11,11,"Kentucky",0.983468975691437,5.23224345576594,5.32552667083337,0.999432170594794,38.186722,-84.875374,2003.58627520974,0.379113382402914,3788837.5,87267,-179.099196509708,-1.86225383198098,11684.25,319,1.61818180343385,6.87722694199593,1.65435355720778,7.0239992488311,1.69198607241388,7.17639359951221,1.73116814880849,7.33476353407241
"6",12,12,"Kentucky",0.967931648030884,5.14205775058514,5.23224345576594,0.983468975691437,38.186722,-84.875374,2306.25417181207,0.38938083523225,3800521.75,87923,377.574014572549,1.77166225283263,11684.25,656,0.999432170594794,5.32552667083337,1.61818180343385,6.87722694199593,1.65435355720778,7.0239992488311,1.69198607241388,7.17639359951221
"7",13,13,"Kentucky",0.952803923656553,5.05480607904616,5.14205775058514,0.967931648030884,38.186722,-84.875374,1980.60007932415,0.38171922853417,3812206,88478,-628.321989090241,-1.79290595274169,11684.25,555,0.983468975691437,5.23224345576594,0.999432170594794,5.32552667083337,1.61818180343385,6.87722694199593,1.65435355720778,7.0239992488311
"8",14,14,"Kentucky",1.58799150721265,9.08458357358839,5.05480607904616,0.952803923656553,38.186722,-84.875374,2160.49155413561,0.392898829795627,3821426.5,88972,505.545567299377,1.8841207959538,9220.5,494,0.967931648030884,5.14205775058514,0.983468975691437,5.23224345576594,0.999432170594794,5.32552667083337,1.61818180343385,6.87722694199593
"9",15,15,"Kentucky",1.55570105094451,8.87492721096592,9.08458357358839,1.58799150721265,38.186722,-84.875374,2121.32326392904,0.387195600812778,3830647,89546,-219.059765018023,-1.68828302443066,9220.5,574,0.952803923656553,5.05480607904616,0.967931648030884,5.14205775058514,0.983468975691437,5.23224345576594,0.999432170594794,5.32552667083337
"10",16,16,"Kentucky",1.5245682499021,8.67422632275989,8.87492721096592,1.55570105094451,38.186722,-84.875374,2389.37241532423,0.398072763361409,3839867.5,90060,307.217441601747,1.65803915314802,9220.5,514,1.58799150721265,9.08458357358839,0.952803923656553,5.05480607904616,0.967931648030884,5.14205775058514,0.983468975691437,5.23224345576594
