"","timepoint","state","y","ysl","ysl_lag1","y_lag1","latitude","longitude","totalwagescapita","emplvlcapita","popestimate","qtrly_estabs_count","totalwagescapita_dif","emplvlcapita_dif","popestimate_dif","qtrly_estabs_count_dif","y_lag2","ysl_lag2","y_lag3","ysl_lag3","y_lag4","ysl_lag4","y_lag5","ysl_lag5"
"8",8,"Florida",1.0093570304468,0.835619469579285,0.855275806141709,1.03035406615817,30.438118,-84.281296,2322.38329623596,0.394203663081668,13580364.25,345526,344.1005113164,2.65759119842305,70188.75,-1481,1.05206961536553,0.875751303822447,0.40906446629041,0.415508444580226,0.415990265188348,0.426510185066675,0.423097147591101,0.437731591258572
"9",9,"Florida",0.989045236318553,0.81673094757182,0.835619469579285,1.0093570304468,30.438118,-84.281296,2162.58369913658,0.392350624916075,13650553,352982,-414.312052723385,-1.42749841999888,70188.75,7456,1.03035406615817,0.855275806141709,1.05206961536553,0.875751303822447,0.40906446629041,0.415508444580226,0.415990265188348,0.426510185066675
"10",10,"Florida",1.212497462231,0.757435099158332,0.81673094757182,0.989045236318553,30.438118,-84.281296,2200.63858910731,0.39149838263114,13719711,355380,197.854487070098,0.100079588065916,69158,2398,1.0093570304468,0.835619469579285,1.03035406615817,0.855275806141709,1.05206961536553,0.875751303822447,0.40906446629041,0.415508444580226
"11",11,"Florida",1.18602604296481,0.740898619654029,0.757435099158332,1.212497462231,30.438118,-84.281296,2139.49832303142,0.378833535948452,13788869,357058,-99.1951560466046,-1.18126043977538,69158,1678,0.989045236318553,0.81673094757182,1.0093570304468,0.835619469579285,1.03035406615817,0.855275806141709,1.05206961536553,0.875751303822447
"12",12,"Florida",1.16049291344655,0.72505529838125,0.740898619654029,1.18602604296481,30.438118,-84.281296,2574.68079640774,0.395214316342916,13858027,359223,496.3227394522,2.90456270771515,69158,2165,1.212497462231,0.757435099158332,0.989045236318553,0.81673094757182,1.0093570304468,0.835619469579285,1.03035406615817,0.855275806141709
"13",13,"Florida",1.13585121875523,0.709859692013914,0.72505529838125,1.16049291344655,30.438118,-84.281296,2186.78410691033,0.396891953877734,13927185,362758,-823.079162873727,-1.47031428596451,69158,3535,1.18602604296481,0.740898619654029,1.212497462231,0.757435099158332,0.989045236318553,0.81673094757182,1.0093570304468,0.835619469579285
"14",14,"Florida",1.29334399924588,1.12315557714799,0.709859692013914,1.13585121875523,30.438118,-84.281296,2315.68659109417,0.399513618098813,14005249.75,366545,516.799173681246,0.0944026686261201,78064.75,3787,1.16049291344655,0.72505529838125,1.18602604296481,0.740898619654029,1.212497462231,0.757435099158332,0.989045236318553,0.81673094757182
"15",15,"Florida",1.26276385685564,1.09527735899251,1.12315557714799,1.29334399924588,30.438118,-84.281296,2264.96524074642,0.388233773614395,14083314.5,368799,-179.623834531592,-1.39015087054972,78064.75,2254,1.13585121875523,0.709859692013914,1.16049291344655,0.72505529838125,1.18602604296481,0.740898619654029,1.212497462231,0.757435099158332
"16",16,"Florida",1.23335282097283,1.06868315080266,1.09527735899251,1.26276385685564,30.438118,-84.281296,2605.95997504975,0.403196414172252,14161379.25,369736,391.716084651085,2.62424850422741,78064.75,937,1.29334399924588,1.12315557714799,1.13585121875523,0.709859692013914,1.16049291344655,0.72505529838125,1.18602604296481,0.740898619654029
"17",17,"Florida",1.20504809884601,1.0432839786823,1.06868315080266,1.23335282097283,30.438118,-84.281296,2323.34873334942,0.404583423341529,14239444,372900,-623.605976003657,-1.35756313885788,78064.75,3164,1.26276385685564,1.09527735899251,1.29334399924588,1.12315557714799,1.13585121875523,0.709859692013914,1.16049291344655,0.72505529838125
"18",18,"Florida",0.977869418210808,0.793670930770407,1.0432839786823,1.20504809884601,30.438118,-84.281296,2396.21264077098,0.40620674249926,14314051.75,374881,355.475149121889,0.0236309988453198,74607.75,1981,1.23335282097283,1.06868315080266,1.26276385685564,1.09527735899251,1.29334399924588,1.12315557714799,1.13585121875523,0.709859692013914
"19",19,"Florida",0.95840498203259,0.778047375773028,0.793670930770407,0.977869418210808,30.438118,-84.281296,2378.90865087189,0.393992064838748,14388659.5,377178,-90.1678973206554,-1.38379968182429,74607.75,2297,1.20504809884601,1.0432839786823,1.23335282097283,1.06868315080266,1.26276385685564,1.09527735899251,1.29334399924588,1.12315557714799
"20",20,"Florida",0.939558711089994,0.762995246061582,0.778047375773028,0.95840498203259,30.438118,-84.281296,2616.12031306412,0.410990054823194,14463267.25,377972,254.515652091321,2.92126676449578,74607.75,794,0.977869418210808,0.793670930770407,1.20504809884601,1.0432839786823,1.23335282097283,1.06868315080266,1.26276385685564,1.09527735899251
"21",21,"Florida",0.921303199998569,0.748482929215655,0.762995246061582,0.939558711089994,30.438118,-84.281296,2497.04104788355,0.411553981124018,14537875,382576,-356.2909273728,-1.64340636836212,74607.75,4604,0.95840498203259,0.778047375773028,0.977869418210808,0.793670930770407,1.20504809884601,1.0432839786823,1.23335282097283,1.06868315080266
