"","Alabama","Alaska","Arizona","Arkansas","California","Colorado","Connecticut","Delaware","Hawaii","Florida","Georgia","Idaho","Illinois","Indiana","Iowa","Kansas","Kentucky","Louisiana","Maine","Maryland","Massachusetts","Michigan","Minnesota","Mississippi","Missouri","Montana","Nebraska","Nevada","New_Hampshire","New_Jersey","New_Mexico","North_Carolina","North_Dakota","New_York","Ohio","Oklahoma","Oregon","Pennsylvania","Rhode_Island","South_Carolina","South_Dakota","Tennessee","Texas","Utah","Vermont","Virginia","Washington","West_Virginia","Wisconsin","Wyoming"
"1",-0.00378810796283007,-0.555566612190321,0.91321320586591,0.71122496214278,-0.658964126425091,0.563431829186544,0.270293151439354,0.531508493904473,-0.136687205836375,0.276468219716667,0.484083708330016,0.610617881464674,0.285264520319115,0.302077471399699,0.404737626433609,-0.325228357013851,0.482466717780668,-0.802423320369543,0.331838632836065,-0.0279536266169656,0.223836512640756,-0.321268883873443,0.353669674662711,0.486617444452746,-0.146979909773534,0.0544507877062316,0.708359223864657,1.00828151661974,0.691850049881032,-0.0975182440871304,0.0367465190430211,0.496863622142709,0.10766795724397,0.244854155585817,0.448953139299408,-0.738949324063957,-0.191010928294491,0.32071486551962,0.360691152539994,0.2737864710473,0.707908232472855,0.662655909589644,-0.0890023167207228,-0.125902590215317,0.515339901375776,-0.147420968342821,-0.156537978384131,-0.0497527648043122,0.492912603519047,-0.394441089617838
"2",-0.0935193951338834,-0.731309348566355,0.32352371236502,0.829582485830849,-0.65484160554156,0.0609358193740479,0.69937809668441,1.1477288498017,-0.141628418965093,0.156830031016565,0.221954142120355,0.0251387023782841,0.042467803911578,-0.249179533241461,0.489275682902432,-0.138498601617524,0.110866821748377,-0.715639152030286,0.0099793223583232,-0.300989141133609,-0.0946017837521846,-0.244721156025514,0.470121845096194,0.160211666579577,-0.296763613084528,0.177686186580982,0.474019395465348,0.496634130969628,-0.594848013857814,-0.257160679554476,-0.195803750407585,0.400022187832466,0.611019453487908,0.340269892190262,0.170149300610405,-0.686151287974452,0.00692056540611369,0.216219497985834,0.201507871333611,-0.104605358836289,0.823736510462762,0.351116155850017,-0.295798426390593,-0.0251599930525951,-0.0562696649177885,-0.255641477513855,0.269683688174397,-0.225531800048403,0.368252664890934,-0.293095044816836
"3",0.0367140929187462,-0.516231728404224,0.546896293077644,0.906352577683572,-0.649621504546695,0.171358435855504,0.399808095592686,0.483613327612107,-0.326825809542536,0.0743385407435276,0.247416738567711,-0.0356076129674416,0.0348856990660063,0.40975738320822,0.483533464687889,-0.13714145383701,0.509090839096877,-0.949445804820049,0.190926804284108,-0.0282507563618864,-0.14554538809717,-0.0279616115443606,0.500292988967565,0.409865511536973,0.317767009742838,0.215611691775175,0.0601934954132806,0.295392961360531,1.18570881860408,-0.0470809282617787,0.523617342951676,0.388196844361054,0.376538068737879,0.243880190705349,0.162230876246974,-0.101704204002845,-0.343713166388802,0.499491645034698,-0.0186894254305474,0.152035234467957,0.172638683497464,0.540898159730652,-0.152463367362407,0.0395828690191475,0.345884441397811,0.0348702495898185,0.199828906975353,-0.195954157948123,0.525399490720158,-0.642930173866004
"4",-0.672345998668396,-1.1797517719995,-0.664231584277237,0.223353337939787,-0.42253937348806,0.267271613296371,-0.516938325573952,-0.758733308768871,-0.509021227852505,0.375008114842472,-0.331272087082718,0.575904951292692,-0.435061829499687,-0.764234724710167,-0.543218503676261,-0.463696632888742,-0.286188911681597,2.01542871423993,-0.0979545372605259,0.0458740542153921,-0.707379590597137,-0.155827555940319,-0.652277382073926,0.218666674344112,-0.45724018354356,-0.179883800333408,-0.671739184266716,0.0660033148907033,-0.954333081992413,-0.152024984789667,0.650961670047039,-0.165720977417527,-1.28683998272229,-0.0715939642241169,-0.577969089639225,-0.355196824583398,0.846532122415372,-0.0429925370149074,-0.0638823418389479,0.0755868079385827,0.710754861997079,-0.0283064701739153,-0.227477333816942,0.776436270251181,-0.506067432620968,0.176214990667086,-0.192913566811697,-0.378541523201578,0.0799536520862676,-0.483967678795711
"5",-0.158213471096522,-1.27267313536841,0.114672523887811,-0.255419463786622,-0.469518403909574,0.1193534993527,-0.620409578984898,-0.582458435479031,-0.235616841453278,0.198772112823959,0.218654336904342,0.657914747746938,-0.151234669304834,0.266046432100741,-0.443563263577714,-0.235142477750079,0.135235650346587,0.395637311782174,-0.0935732140337727,0.241648589567606,-0.361978699176445,0.649876663915453,-0.826969563414674,0.355053193417161,-0.346029970737008,0.249266488234391,-0.238473629957597,0.377899253952393,-0.346255420560042,0.0438198933679396,0.332485101423874,-0.157004266561441,-0.197292492620046,0.123137556605946,-0.245734079141796,-0.222006218156201,0.338955950275871,0.0897226909203561,0.103945807755023,0.197449236737046,0.440921820490093,0.0615611383360759,0.146943071842913,0.173869947547463,0.0130053790884964,0.169380482781815,-0.280493189937749,-0.545280314600283,0.136869069597163,-0.0758888694319226
"6",-0.301371621248293,-0.315886213712192,0.0687305471169372,-0.117832161715813,-0.510779343227151,-0.0401894415309143,-0.805092174663568,-0.700706098602504,0.0473735367351097,0.275836775149056,-0.044157539395961,0.294281524112844,-0.228152750635112,-0.169410844243879,-0.331370929468648,-0.314090736818094,0.020621865106262,0.0175290059084207,-0.0357747232649543,-0.311512580973035,-0.353923702841773,0.271661137947128,-0.659291971461069,0.116395305575421,-0.275105068781021,0.21950077973049,-0.0826386233563647,0.130961217132157,0.175268498266403,0.148826054246932,0.00345630496982043,-0.0199546648102983,-0.661193499201126,-0.104445963795233,-0.0611096787713492,-0.144573952587461,0.560259176833193,-0.14213603637091,-0.00999072990148946,0.0755419417338688,0.647268014209255,0.0944160565054385,-0.110843502707025,-0.0974778166878159,0.123427886916825,0.0281635356164106,-0.166017740475698,-0.493661163986867,-0.0767326330982171,-0.202984128857179
"7",-0.115506837108324,-0.305008455798982,0.435021809405864,1.00049912468435,-0.544649765112384,0.358010636792442,-0.666050431234154,-0.502909862139177,-0.444113053730806,0.642248559431826,0.278007246899429,0.0735157535347274,0.249654394438067,0.515977211810144,-0.319647605919657,-0.308417589224541,0.269572434379147,0.0923463121808157,0.027082734477774,0.158676364168892,-0.0288117839710687,0.362173740130578,-0.606754271140225,0.518826717936197,-0.00848554088063972,-0.133962134918997,-0.399171938269169,0.557841634080965,-0.567575679494079,-0.00375129275852756,0.429638447052462,-0.0198422519328266,-1.09573475688579,0.55555785878403,-0.0632791474138427,-0.286968088871375,-0.0410134945965497,0.386961201639502,-0.00349540930741518,0.0620815717620047,0.0578066014833867,0.460204514814545,-0.183619222983592,-0.273518664193894,-0.0721084966056918,0.187494225609979,-0.241597023117795,0.0313083792089731,0.231100851838891,-0.137259063083219
"8",0.687893166967995,-1.63170037210306,0.804836457722317,0.218551569001748,0.0547492554165252,0.0773537987692754,0.410313882368754,1.14937368529734,0.0715660451518604,-0.356477473535313,0.508135147738589,0.0751027289862143,0.93117049721707,0.323237846866709,1.60684094546388,0.719787322225125,0.522223577718733,0.75397309438417,0.207578729799202,0.0411193345730605,0.697251887837624,1.26850934880644,0.891566556437037,0.443068411716257,1.2759931827063,-0.21469440354166,1.22219344090323,-0.41182147785291,0.751355750083686,0.313968495542784,0.321553824409566,0.395285665852968,0.938921237738543,-0.250052935166506,1.24706762758266,-0.306886070340005,0.765681285937605,0.0657712872195412,-0.0833993705232097,0.373176415507587,0.892499238224281,0.405497267759704,0.186239229186678,0.319672751754794,0.159823491546631,-0.126657970232368,-0.157656874619835,0.47906731716567,0.32195164067453,-1.47478550418781
"9",0.273078238813198,-1.53375441038547,0.121466792127194,-0.0264197875945041,-0.16898739455589,0.0186304334381741,0.0478800553780548,0.602423127745474,-0.410137579942765,-0.0522514830519295,0.317566979982171,0.0917681203427063,0.729149960798745,-0.0271343575577376,0.792498221624037,-0.0702609584185925,0.434823829555161,0.157965673970777,0.297015397665907,0.124113157291885,0.558246877572584,0.522978398011589,0.178303749442537,0.402461632432996,0.913631660488654,-0.269473695366109,1.50874330274533,-0.285396796629618,0.478936214831853,-0.122439109817745,0.287873600692219,0.127829881910712,-0.33742933540603,-0.117520415341111,0.633051460017578,-0.997592516008445,0.0492617077139992,0.06059136137117,-0.426986733224841,0.523567307863806,0.447112916819356,0.154269762003737,-0.183870706649984,0.372318737010022,-0.195658489768336,-0.177096158342795,-0.457089339282776,0.982752794116851,0.0624664799090482,-0.305332637039133
"10",0.127665645238831,-0.622211032788758,-0.29836763357837,-0.114016499985859,-0.308979746162826,-0.0397996358828298,0.441992256245236,1.15660627164407,-0.250209868784977,0.0269982575684611,0.210560950516759,0.11029210620127,0.328520947286484,-0.383455263518989,0.68309816606844,0.223771613952971,-0.00970578117247162,0.302857310904409,0.0916577087321386,-0.0139473030021322,0.241640373658698,0.595568892592089,0.294611508698636,0.0947988698357841,0.062583976672327,-0.264411314961606,0.822168624027974,-0.48729380176938,-0.524931295305539,-0.349631449927076,-0.0931402929334255,0.145729277215948,0.266612872766547,-0.0301410532096452,0.285810290735384,-0.994080432599876,0.318588153492226,-0.094066683641366,-0.135878463838447,0.0956678974805743,0.561740087717711,0.0275616416997869,-0.21749631379474,0.0894194386836242,-0.220642643508372,-0.310245050452023,-0.339982613263857,1.17263081431929,0.0959279999760992,-0.065046015392026
