"","timepoint","state","y","ysl","ysl_lag1","y_lag1","latitude","longitude","totalwagescapita","emplvlcapita","popestimate","qtrly_estabs_count","y_lag2","ysl_lag2","y_lag3","ysl_lag3","y_lag4","ysl_lag4","y_lag5","ysl_lag5"
"6",6,"Hawaii",10.3244000229597,49.8600065705982,49.7961916106067,10.3163842289394,21.307442,-157.857376,4631.16122127861,0.471584799321496,1142218.75,30310,10.3081595679028,49.7588562544916,10.2997806087412,49.7208717641686,10.2912426656902,49.6822182887778,10.2825408502661,49.6428747431495
"7",7,"Hawaii",10.3322766439383,49.9224055985467,49.8600065705982,10.3244000229597,21.307442,-157.857376,4631.16122127861,0.471975941102229,1147683.5,30243,10.3163842289394,49.7961916106067,10.3081595679028,49.7588562544916,10.2997806087412,49.7208717641686,10.2912426656902,49.6822182887778
"8",8,"Hawaii",10.3400179233463,49.9834416584283,49.9224055985467,10.3322766439383,21.307442,-157.857376,4631.16122127861,0.473678037494312,1153148.25,30473,10.3244000229597,49.8600065705982,10.3163842289394,49.7961916106067,10.3081595679028,49.7588562544916,10.2997806087412,49.7208717641686
"9",9,"Hawaii",10.3476275458727,50.0431645693515,49.9834416584283,10.3400179233463,21.307442,-157.857376,4631.16122127861,0.466011227792772,1158613,30675,10.3322766439383,49.9224055985467,10.3244000229597,49.8600065705982,10.3163842289394,49.7961916106067,10.3081595679028,49.7588562544916
"10",10,"Hawaii",10.3487267114884,50.0923778349793,50.0431645693515,10.3476275458727,21.307442,-157.857376,4631.16122127861,0.469729344499521,1162169.25,30371,10.3400179233463,49.9834416584283,10.3322766439383,49.9224055985467,10.3244000229597,49.8600065705982,10.3163842289394,49.7961916106067
"11",11,"Hawaii",10.3498179748879,50.1407024151137,50.0923778349793,10.3487267114884,21.307442,-157.857376,4631.16122127861,0.466304174238847,1165725.5,31360,10.3476275458727,50.0431645693515,10.3400179233463,49.9834416584283,10.3322766439383,49.9224055985467,10.3244000229597,49.8600065705982
"12",12,"Hawaii",10.3509014216257,50.1881683360152,50.1407024151137,10.3498179748879,21.307442,-157.857376,4631.16122127861,0.467581344986641,1169281.75,31343,10.3487267114884,50.0923778349793,10.3476275458727,50.0431645693515,10.3400179233463,49.9834416584283,10.3322766439383,49.9224055985467
"13",13,"Hawaii",10.3519771360167,50.2348040240033,50.1881683360152,10.3509014216257,21.307442,-157.857376,4631.16122127861,0.463318889735837,1172838,31727,10.3498179748879,50.1407024151137,10.3487267114884,50.0923778349793,10.3476275458727,50.0431645693515,10.3400179233463,49.9834416584283
"14",14,"Hawaii",10.3533512986966,50.3153735691459,50.2348040240033,10.3519771360167,21.307442,-157.857376,4631.16122127861,0.463345693309676,1176512.5,31642,10.3509014216257,50.1881683360152,10.3498179748879,50.1407024151137,10.3487267114884,50.0923778349793,10.3476275458727,50.0431645693515
"15",15,"Hawaii",10.3547150363283,50.3940893383602,50.3153735691459,10.3533512986966,21.307442,-157.857376,4631.16122127861,0.454882997355504,1180187,31840,10.3519771360167,50.2348040240033,10.3509014216257,50.1881683360152,10.3498179748879,50.1407024151137,10.3487267114884,50.0923778349793
