"","timepoint","state","y","ysl","ysl_lag1","y_lag1","latitude","longitude","totalwagescapita","emplvlcapita","popestimate","qtrly_estabs_count","y_lag2","ysl_lag2","y_lag3","ysl_lag3","y_lag4","ysl_lag4","y_lag5","ysl_lag5"
"6",6,"South_Dakota",9.89669780526826,36.711354102091,36.6652433658526,9.87922260642074,44.367031,-100.346405,4242.75146595146,0.402402712932324,705952,25819,9.86382088816366,36.6398933777932,9.84810431601398,36.6140598705885,9.83206113323879,36.5877275720374,9.81567892100298,36.5608799850601
"7",7,"South_Dakota",9.9137630707689,36.7564001786747,36.711354102091,9.89669780526826,44.367031,-100.346405,4242.75146595146,0.405873285938519,708235,25769,9.87922260642074,36.6652433658526,9.86382088816366,36.6398933777932,9.84810431601398,36.6140598705885,9.83206113323879,36.5877275720374
"8",8,"South_Dakota",9.93043506018656,36.8004236380148,36.7564001786747,9.9137630707689,44.367031,-100.346405,4242.75146595146,0.401015409414915,710518,25554,9.89669780526826,36.711354102091,9.87922260642074,36.6652433658526,9.86382088816366,36.6398933777932,9.84810431601398,36.6140598705885
"9",9,"South_Dakota",9.94672945282831,36.8434639689303,36.8004236380148,9.93043506018656,44.367031,-100.346405,4242.75146595146,0.39496998461001,712801,25252,9.9137630707689,36.7564001786747,9.89669780526826,36.711354102091,9.87922260642074,36.6652433658526,9.86382088816366,36.6398933777932
"10",10,"South_Dakota",9.96371822105539,36.8785897828102,36.8434639689303,9.94672945282831,44.367031,-100.346405,4242.75146595146,0.41371031286859,715140.5,25306,9.93043506018656,36.8004236380148,9.9137630707689,36.7564001786747,9.89669780526826,36.711354102091,9.87922260642074,36.6652433658526
"11",11,"South_Dakota",9.98031514447626,36.9129921680914,36.8785897828102,9.96371822105539,44.367031,-100.346405,4242.75146595146,0.415003437958782,717480,25388,9.94672945282831,36.8434639689303,9.93043506018656,36.8004236380148,9.9137630707689,36.7564001786747,9.89669780526826,36.711354102091
"12",12,"South_Dakota",9.99653583452027,36.9466998512036,36.9129921680914,9.98031514447626,44.367031,-100.346405,4242.75146595146,0.411443887437522,719819.5,25285,9.96371822105539,36.8785897828102,9.94672945282831,36.8434639689303,9.93043506018656,36.8004236380148,9.9137630707689,36.7564001786747
"13",13,"South_Dakota",10.0123950044932,36.979739741786,36.9466998512036,9.99653583452027,44.367031,-100.346405,4242.75146595146,0.401843176733471,722159,24701,9.98031514447626,36.9129921680914,9.96371822105539,36.8785897828102,9.94672945282831,36.8434639689303,9.93043506018656,36.8004236380148
"14",14,"South_Dakota",10.02824883652,37.0372804597416,36.979739741786,10.0123950044932,44.367031,-100.346405,4242.75146595146,0.42117991426633,724316.75,24882,9.99653583452027,36.9466998512036,9.98031514447626,36.9129921680914,9.96371822105539,36.8785897828102,9.94672945282831,36.8434639689303
"15",15,"South_Dakota",10.0437632503095,37.0933863814893,37.0372804597416,10.02824883652,44.367031,-100.346405,4242.75146595146,0.424012588650164,726474.5,25019,10.0123950044932,36.979739741786,9.99653583452027,36.9466998512036,9.98031514447626,36.9129921680914,9.96371822105539,36.8785897828102
"16",16,"South_Dakota",10.0589508393003,37.1481227314071,37.0933863814893,10.0437632503095,44.367031,-100.346405,4242.75146595146,0.424668274016145,728632.25,25023,10.02824883652,37.0372804597416,10.0123950044932,36.979739741786,9.99653583452027,36.9466998512036,9.98031514447626,36.9129921680914
"17",17,"South_Dakota",10.0738235209159,37.2015503133377,37.1481227314071,10.0589508393003,44.367031,-100.346405,4242.75146595146,0.41492448811104,730790,24684,10.0437632503095,37.0933863814893,10.02824883652,37.0372804597416,10.0123950044932,36.979739741786,9.99653583452027,36.9466998512036
"18",18,"South_Dakota",10.0817757944371,37.2382565401448,37.2015503133377,10.0738235209159,44.367031,-100.346405,4242.75146595146,0.435544771658371,732573.75,24821,10.0589508393003,37.1481227314071,10.0437632503095,37.0933863814893,10.02824883652,37.0372804597416,10.0123950044932,36.979739741786
"19",19,"South_Dakota",10.089627150709,37.2742660312124,37.2382565401448,10.0817757944371,44.367031,-100.346405,4242.75146595146,0.43781854659799,734357.5,24896,10.0738235209159,37.2015503133377,10.0589508393003,37.1481227314071,10.0437632503095,37.0933863814893,10.02824883652,37.0372804597416
"20",20,"South_Dakota",10.0973797360962,37.3096030144454,37.2742660312124,10.089627150709,44.367031,-100.346405,4242.75146595146,0.436267269811783,736141.25,25046,10.0817757944371,37.2382565401448,10.0738235209159,37.2015503133377,10.0589508393003,37.1481227314071,10.0437632503095,37.0933863814893
"21",21,"South_Dakota",10.1050356314203,37.3442904425993,37.3096030144454,10.0973797360962,44.367031,-100.346405,4242.75146595146,0.42893699675893,737925,25122,10.089627150709,37.2742660312124,10.0817757944371,37.2382565401448,10.0738235209159,37.2015503133377,10.0589508393003,37.1481227314071
"22",22,"South_Dakota",10.1223091756783,37.3909920317522,37.3442904425993,10.1050356314203,44.367031,-100.346405,4242.75146595146,0.445604425096899,738997,25281,10.0973797360962,37.3096030144454,10.089627150709,37.2742660312124,10.0817757944371,37.2382565401448,10.0738235209159,37.2015503133377
"23",23,"South_Dakota",10.1392406259616,37.4367397690968,37.3909920317522,10.1223091756783,44.367031,-100.346405,4242.75146595146,0.449220725815206,740069,25351,10.1050356314203,37.3442904425993,10.0973797360962,37.3096030144454,10.089627150709,37.2742660312124,10.0817757944371,37.2382565401448
"24",24,"South_Dakota",10.1558424019072,37.4815703194501,37.4367397690968,10.1392406259616,44.367031,-100.346405,4242.75146595146,0.44589940825475,741141,25515,10.1223091756783,37.3909920317522,10.1050356314203,37.3442904425993,10.0973797360962,37.3096030144454,10.089627150709,37.2742660312124
"25",25,"South_Dakota",10.1721262622282,37.5255181556459,37.4815703194501,10.1558424019072,44.367031,-100.346405,4242.75146595146,0.435013938047434,742213,25530,10.1392406259616,37.4367397690968,10.1223091756783,37.3909920317522,10.1050356314203,37.3442904425993,10.0973797360962,37.3096030144454
"26",26,"South_Dakota",10.1680966101662,37.5860622758319,37.5255181556459,10.1721262622282,44.367031,-100.346405,4242.75146595146,0.453064464118495,742715.5,25723,10.1558424019072,37.4815703194501,10.1392406259616,37.4367397690968,10.1223091756783,37.3909920317522,10.1050356314203,37.3442904425993
"27",27,"South_Dakota",10.1640561364091,37.6446192375518,37.5860622758319,10.1680966101662,44.367031,-100.346405,4242.75146595146,0.454402790746905,743218,25702,10.1721262622282,37.5255181556459,10.1558424019072,37.4815703194501,10.1392406259616,37.4367397690968,10.1223091756783,37.3909920317522
"28",28,"South_Dakota",10.1600047641908,37.7012969082723,37.6446192375518,10.1640561364091,44.367031,-100.346405,4242.75146595146,0.450572941492581,743720.5,25803,10.1680966101662,37.5860622758319,10.1721262622282,37.5255181556459,10.1558424019072,37.4815703194501,10.1392406259616,37.4367397690968
"29",29,"South_Dakota",10.1559424159727,37.7561935147837,37.7012969082723,10.1600047641908,44.367031,-100.346405,4242.75146595146,0.438349795692958,744223,25543,10.1640561364091,37.6446192375518,10.1680966101662,37.5860622758319,10.1721262622282,37.5255181556459,10.1558424019072,37.4815703194501
"30",30,"South_Dakota",10.1704649474122,37.7913931413912,37.7561935147837,10.1559424159727,44.367031,-100.346405,4242.75146595146,0.460676434373923,744681.75,25581,10.1600047641908,37.7012969082723,10.1640561364091,37.6446192375518,10.1680966101662,37.5860622758319,10.1721262622282,37.5255181556459
"31",31,"South_Dakota",10.1847620900149,37.8258987006956,37.7913931413912,10.1704649474122,44.367031,-100.346405,4242.75146595146,0.463642315330688,745140.5,25914,10.1559424159727,37.7561935147837,10.1600047641908,37.7012969082723,10.1640561364091,37.6446192375518,10.1680966101662,37.5860622758319
"32",32,"South_Dakota",10.1988404783718,37.8597339122255,37.8258987006956,10.1847620900149,44.367031,-100.346405,4242.75146595146,0.459613302096714,745599.25,26022,10.1704649474122,37.7913931413912,10.1559424159727,37.7561935147837,10.1600047641908,37.7012969082723,10.1640561364091,37.6446192375518
"33",33,"South_Dakota",10.2127064588113,37.8929211604917,37.8597339122255,10.1988404783718,44.367031,-100.346405,4242.75146595146,0.447014843349981,746058,25888,10.1847620900149,37.8258987006956,10.1704649474122,37.7913931413912,10.1559424159727,37.7561935147837,10.1600047641908,37.7012969082723
"34",34,"South_Dakota",10.2218425394731,37.9357772920841,37.8929211604917,10.2127064588113,44.367031,-100.346405,4242.75146595146,0.468045200416964,747146.5,26247,10.1988404783718,37.8597339122255,10.1847620900149,37.8258987006956,10.1704649474122,37.7913931413912,10.1559424159727,37.7561935147837
"35",35,"South_Dakota",10.2308696849026,37.9778373533848,37.9357772920841,10.2218425394731,44.367031,-100.346405,4242.75146595146,0.469524503219799,748235,26221,10.2127064588113,37.8929211604917,10.1988404783718,37.8597339122255,10.1847620900149,37.8258987006956,10.1704649474122,37.7913931413912
"36",36,"South_Dakota",10.2397901932428,38.0191295306139,37.9778373533848,10.2308696849026,44.367031,-100.346405,4242.75146595146,0.465837518775269,749323.5,26370,10.2218425394731,37.9357772920841,10.2127064588113,37.8929211604917,10.1988404783718,37.8597339122255,10.1847620900149,37.8258987006956
"37",37,"South_Dakota",10.2486062916816,38.0596804676138,38.0191295306139,10.2397901932428,44.367031,-100.346405,4242.75146595146,0.455145528944988,750412,26426,10.2308696849026,37.9778373533848,10.2218425394731,37.9357772920841,10.2127064588113,37.8929211604917,10.1988404783718,37.8597339122255
"38",38,"South_Dakota",10.2694933708964,38.0737285585191,38.0596804676138,10.2486062916816,44.367031,-100.346405,4242.75146595146,0.478650385091185,751770,26492,10.2397901932428,38.0191295306139,10.2308696849026,37.9778373533848,10.2218425394731,37.9357772920841,10.2127064588113,37.8929211604917
"39",39,"South_Dakota",10.2898800543653,38.0874080542194,38.0737285585191,10.2694933708964,44.367031,-100.346405,4242.75146595146,0.478784040251679,753128,26654,10.2486062916816,38.0596804676138,10.2397901932428,38.0191295306139,10.2308696849026,37.9778373533848,10.2218425394731,37.9357772920841
