"","asyn_eff_20","asyn_eff_50","asyn_eff_300"
"301",1.42661893593765,1.39961781330503,1.26370985735965
"301",1.05891786498509,0.963079963227579,1.04999628315762
"301",0.88121899869317,0.929277223873667,0.84327680034815
"301",0.534518267704732,1.19407857548378,1.22440865824638
"301",1.03643569077375,0.594790735468987,0.5110577735719
"301",2.1355792988951,1.6020317448739,1.46453542841095
"301",1.48975616025384,1.33351089000236,1.25788263712533
"301",0.656359344451175,0.538536819096028,0.598293508282002
"301",0.590701654697877,0.911386977211005,0.853133460844469
"301",1.6523855627478,1.14789438397329,1.28823399527063
"301",0.335585328854264,0.15015080921502,0.182867907302264
"301",1.03844005037929,0.969691363511783,1.16518730780899
"301",0.688464493298678,1.19641749850339,1.15217548313841
"301",1.05473017955498,1.02213163015605,1.04120143846667
"301",0.823797190636299,1.11084544055033,1.03950742977335
"301",-0.541836741974609,0.54327826719124,0.516606700592911
"301",1.79459867237136,1.0311188613268,1.14123049263689
"301",1.14698886080268,1.26552127539961,1.13345975605204
"301",1.458310070602,1.13762813338376,1.06534727552038
"301",1.16296505029471,1.41904094172943,1.34999695724129
"301",1.2982428368628,1.20992729378701,1.17073876597751
"301",0.585111727447605,0.522508622166373,0.681747796310996
"301",1.11908891714634,0.866279583622775,1.00607825891847
"301",0.602643614882288,0.636466685683476,0.699922284139659
"301",1.28713616941658,1.15401331523017,1.14248701607288
"301",0.401342691960152,0.119415806926816,0.156980676382256
"301",1.01059138918368,0.918792999366397,0.912942818833907
"301",1.83715165067093,1.3679374151913,1.16733915300805
"301",1.21617049080848,1.28281921146007,1.15217217512136
"301",1.75604331930005,0.767465414139866,0.722239580203452
"301",0.241423955757886,0.770242248482931,1.10446734398798
"301",1.46050361458981,1.48512490571653,1.40259556558673
"301",2.66070168793966,0.732756571254115,0.852287400975384
"301",2.44517633272417,1.59526762571043,1.62536050610057
"301",0.313848177414244,0.875805219574582,1.04650152262088
"301",1.62116436383356,1.39858680256154,1.19359618422925
"301",0.395632508788597,0.095819667467793,0.103218846112147
"301",-0.343029739798597,1.10055873614486,1.1460616213873
"301",1.16796446775329,1.2602217962324,1.08952432277687
"301",0.866404122479925,1.2071189931409,1.20469726727715
"301",0.78915883304626,0.808862863944975,0.989690789080486
"301",0.874150060813668,0.917407686278085,0.87972069358362
"301",1.09314642206549,0.852965278754326,0.790155449297499
"301",1.18907780791081,0.670853023829077,0.646822497757646
"301",1.10441933711694,0.924050710324604,0.901338649424797
"301",0.0637967815339612,0.450501220123428,0.452368905590949
"301",0.647982179999195,0.778273711786773,0.765107800954732
"301",0.574404164923548,0.450817652824516,0.608904463925849
"301",1.320838096669,1.63152019967257,1.39180538646685
"301",0.333769665869506,0.711469196847208,0.651178565716267
