"","pot_outcome_20","LCI_20","UCI_20","DIFF_causal_effect_20","pot_outcome_50","LCI_50","UCI_50","DIFF_causal_effect_50","pot_outcome_300","LCI_300","UCI_300","DIFF_causal_effect_300","y_301_obs"
"1",-0.215139133258568,-0.587044006393955,0.156765739876819,-0.340278304900703,-0.381790588896475,-0.603305931995997,-0.160275245796953,-0.50692976053861,-0.106477707267071,-0.211823632127946,-0.00113178240619599,-0.231616878909206,0.125139171642135
"2",0.136154361303259,-0.0690524056508524,0.341361128257371,-0.10125136567526,0.22747571308897,0.0369740219081187,0.417977404269822,-0.00993001388954939,0.106511905745231,0.0250450143489191,0.187978797141544,-0.130893821233288,0.23740572697852
"3",-0.0894580392988287,-0.697465301958884,0.518549223361227,0.0119777798968193,-0.0474571491127728,-0.406107808860081,0.311193510634535,0.0539786700828753,-0.00726788808153906,-0.151147280277924,0.136611504114846,0.094167931114109,-0.101435819195648
"4",0.852131773336957,0.386111639865083,1.31815190680883,0.59568119723775,0.129883885102312,-0.184546170099804,0.444313940304428,-0.126566690996895,0.107669942209212,-0.0110527229072852,0.22639260732571,-0.148780633889995,0.256450576099207
"5",-0.0603477458147488,-0.70627265961873,0.585577167989232,0.405865518242686,-0.0969411904227657,-0.421420347061949,0.227537966216417,0.369272073634669,-0.0135535485861003,-0.123405960778638,0.0962988636064374,0.452659715471335,-0.466213264057435
"6",-0.272689105975294,-0.583249653265303,0.0378714413147153,-0.699607500533327,-0.188428908437905,-0.538739494357601,0.161881677481792,-0.615347302995938,-0.0733306678905974,-0.176582251790071,0.0299209160088759,-0.50024906244863,0.426918394558033
"7",-0.181821214252443,-0.813458091293371,0.449815662788485,-0.53976276136145,-0.0239850009030447,-0.317344219897929,0.26937421809184,-0.381926548012051,-0.0391225679746997,-0.154752813029911,0.0765076770805121,-0.397064115083706,0.357941547109006
"8",0.164867056059921,-0.257465425619825,0.587199537739668,0.301771510845717,0.0726415268288812,-0.162319026287592,0.307602079945354,0.209545981614677,0.102841299770439,0.0112576226492854,0.194424976891592,0.239745754556235,-0.136904454785796
"9",0.0667173443625869,-0.162493952205534,0.295928640930708,0.183727076922343,0.0289402011109395,-0.23368596587687,0.291566368098749,0.145949933670696,-0.0145584039987144,-0.103533487180444,0.0744166791830149,0.102451328561042,-0.117009732559756
"10",0.538820215492817,-0.174652127006382,1.25229255799202,0.287001665385944,0.199266406304389,-0.106930194169754,0.505463006778532,-0.0525521438024843,0.178712441843485,0.0557532708155654,0.301671612871405,-0.073106108263388,0.251818550106873
"11",-0.011374905653138,-0.654648954810768,0.631899143504492,0.699298021210576,-0.134357837548201,-0.552351700811512,0.283636025715111,0.576315089315513,0.110671792757962,-0.033924684661513,0.255268270177436,0.821344719621676,-0.710672926863714
"12",-0.00278557283478835,-0.37171737015444,0.366146224484864,-0.19665402435911,-0.370420618603902,-0.650002962660338,-0.0908382745474667,-0.564289070128223,-0.0272960239763036,-0.13193984213494,0.0773477941823332,-0.221164475500625,0.193868451524321
"13",0.630314121160898,0.232233778317321,1.02839446400448,0.519466221937347,-0.0658028231531303,-0.319697800614009,0.188092154307748,-0.176650722376681,0.0967741927582586,-0.00946593710362112,0.203014322620138,-0.0140737064652922,0.110847899223551
"14",-0.213136235018137,-0.52662618882149,0.100353718785216,-0.257268609535676,-0.0801879719381911,-0.290568987337824,0.130193043461442,-0.12432034645573,0.0289084675040582,-0.0705010853744932,0.12831802038261,-0.0152239070134806,0.0441323745175388
"15",-0.387699410433739,-0.658901829574145,-0.116496991293334,-0.275365914703469,-0.0463299061245769,-0.25462451274305,0.161964700493896,0.0660035896056932,-0.128222227618202,-0.223252657764131,-0.0331917974722743,-0.0158887318879323,-0.11233349573027
"16",-0.362931491447958,-0.690743388458625,-0.0351195944372909,0.0964835377326097,-0.00102788939962353,-0.299394931649457,0.29733915285021,0.458387139780944,0.0495846218404641,-0.0483386022401141,0.147507845921042,0.508999651021032,-0.459415029180568
"17",0.0702527253525455,-0.376599532375456,0.517104983080547,-0.0739537775041539,0.209640618067023,-0.0527287374478477,0.472009973581895,0.0654341152103241,-0.108138292138205,-0.204583570411038,-0.0116930138653708,-0.252344794994904,0.144206502856699
"18",-0.0804940809369688,-0.495181679788027,0.334193517914089,-0.276358936900982,-0.0982137105846539,-0.300440600155922,0.104013178986614,-0.294078566548667,0.0983399370610757,0.0121519107101387,0.184527963412013,-0.0975249189029375,0.195864855964013
"19",-0.121639761073208,-0.584518862179649,0.341239340033234,-0.262728270735369,-0.112854616377229,-0.403516245307265,0.177807012552806,-0.253943126039391,-0.115767734631223,-0.233138156027737,0.00160268676529066,-0.256856244293385,0.141088509662162
"20",-0.119262437145576,-0.637847603742766,0.399322729451614,-0.440750202279725,-0.254719099514679,-0.607902523604026,0.098464324574667,-0.576206864648829,0.00158514651546891,-0.116797373613957,0.119967666644895,-0.31990261861868,0.321487765134149
"21",0.0554851863319419,-0.229632365272029,0.340602737935913,-0.187095734940578,-0.0717288474667493,-0.265004600808319,0.12154690587482,-0.314309768739269,-0.233709900013611,-0.313011429608884,-0.154408370418337,-0.47629082128613,0.24258092127252
"22",0.267239633664209,-0.320961441488712,0.855440708817129,0.70131593996327,0.188776220060949,-0.0568786262416117,0.434431066363509,0.62285252636001,0.0499400747809207,-0.0562321100362309,0.156112259598072,0.484016381079982,-0.434076306299061
"23",1.46953241127063,0.931821121335783,2.00724370120549,1.50778000848142,0.661194343236704,0.365539251740524,0.956849434732884,0.699441940447493,0.372060408021482,0.265655072356237,0.478465743686727,0.410308005232271,-0.0382475972107887
"24",0.266474556088951,0.0586877714146871,0.474261340763216,0.469711916098082,-0.116616121160771,-0.352775949948826,0.119543707627284,0.0866212388483591,0.0507546376559949,-0.0386191537733441,0.140128429085334,0.253991997665125,-0.20323736000913
"25",-0.251930127623008,-0.652825784794046,0.148965529548031,-0.294911998576116,0.0212160360211323,-0.185406146571187,0.227838218613452,-0.0217658349319758,0.0130977956111613,-0.0826018265468119,0.108797417769134,-0.0298840753419468,0.0429818709531081
