"","asyn_eff_20","asyn_eff_50","asyn_eff_300"
"301",1.33629733451103,1.03944555651735,1.03599577445519
"301",0.153692578564088,0.420574095053146,0.468540405372962
"301",1.18839296281344,1.15326420146062,1.24278673114835
"301",1.3457904587821,0.835117473474079,1.01082337032693
"301",1.00836684959646,0.656338154734763,0.665069792111985
"301",-0.558120009727142,0.597101946861696,0.647898821265855
"301",1.92918891712985,1.45460244624471,1.45213444348054
"301",1.45022967361592,1.2993738326593,1.31005220294026
"301",1.70704989745793,1.44796869571768,1.34096371849031
"301",1.2047720341091,1.17347065642614,1.22607194486607
"301",1.57292678530572,1.3344737769963,1.34704516928708
"301",0.735220505384255,0.684321244927395,0.545907859792542
"301",0.777602590075702,1.03142315730434,0.979779117866426
"301",0.175048378525252,0.318330701522929,0.421156850327878
"301",1.0968663603196,0.996083004005604,1.09554635340062
"301",0.677003030877379,0.872420682666679,0.997373751634268
"301",1.26299766291468,1.15739886949282,1.25641538338346
"301",1.62042221325644,1.4326614108689,1.33255849577953
"301",0.667049294152433,0.956734937328268,1.0025689511637
"301",1.5133211711692,1.08046215741938,0.932343435928854
"301",1.17327016650933,0.995962892075356,0.996102205516821
"301",-0.323944087516577,0.0500556496914397,0.117127023990773
"301",1.67180228195172,0.378052299315322,0.286785972048665
"301",1.06387184703008,0.983360731562113,0.936796158022194
"301",0.929471635695235,0.654886399514174,0.55932268628367
"301",1.54062083503297,1.19242176199785,1.0627669723302
"301",0.516581832635612,0.620839311505704,0.536553096351315
"301",1.60020009841913,1.43205383804814,1.49287790335712
"301",0.0810716866589246,0.344454608417249,0.392744867232868
"301",0.378939360316992,0.331921026538571,0.481425003319055
"301",1.56535107309565,1.44471626483053,1.10926374380569
"301",1.2559833542475,0.905374925142031,0.848227293332966
"301",0.54222962964603,0.861401715448053,0.981181288188654
"301",1.04745381380855,1.08606251497738,0.887935847456768
"301",0.807886631410312,1.11680261180878,1.19897933467995
"301",1.2818215619103,0.940945036826591,0.963142479278597
"301",0.22906202051015,0.98586142545247,0.962713080956055
"301",1.53120490636217,0.843902070467173,0.859702476587844
"301",1.17693537149104,1.07898504178676,0.941268980574964
"301",1.69800501928398,1.89313587013703,1.84776147872759
"301",1.50959760308333,1.23241313153534,1.14059079206894
"301",0.666175478266948,0.373591653332039,0.252307759721179
"301",2.41034674140495,1.30602951576519,1.24617665986563
"301",1.14118394374492,0.538526617655283,0.689680033202654
"301",0.803326153328599,0.630860789522897,0.629567105216171
"301",0.446717820601798,0.618366333230647,0.825253067409221
"301",0.626956062311552,0.622819604770152,0.698612158300505
"301",0.843312962788496,1.10372159837537,1.11770354657943
"301",1.28370782575059,1.07505796972758,1.08266678984672
"301",1.25669212696247,1.37424347007918,1.34920309729854
