"","pot_outcome_20","LCI_20","UCI_20","DIFF_causal_effect_20","pot_outcome_50","LCI_50","UCI_50","DIFF_causal_effect_50","pot_outcome_300","LCI_300","UCI_300","DIFF_causal_effect_300","y_301_obs"
"1",0.236147733055925,0.0476374143953603,0.42465805171649,0.369923931968184,0.225670735527305,0.0111451930558817,0.440196277998728,0.359446934439563,-0.101861469774625,-0.205454531773735,0.0017315922244846,0.0319147291376329,-0.133776198912258
"2",0.309906809667462,-0.236154594091799,0.855968213426723,-0.113266737616036,0.579251437352692,0.280520274707907,0.877982599997476,0.156077890069194,0.119445426199698,0.00183867652479822,0.237052175874597,-0.3037281210838,0.423173547283497
"3",-0.10796407086945,-0.24091411202335,0.0249859702844506,0.0145267572457896,0.0170679635739494,-0.0889428618546631,0.123078789002562,0.139558791689189,-0.0724889057168026,-0.121277160806314,-0.0237006506272908,0.0500019223984368,-0.122490828115239
"4",0.627255346895741,0.118307006510331,1.13620368728115,0.112523186448697,0.421077554746082,0.114398299508615,0.72775680998355,-0.0936546057009611,0.0933940733445441,-0.018253951473665,0.205042098162753,-0.421338087102499,0.514732160447044
"5",0.000705768365853281,-0.197847173174661,0.199258709906368,-0.0785644517882237,-0.275359192259525,-0.458972175096116,-0.091746209422935,-0.354629412413602,0.0686790938668941,-0.0161714806392993,0.153529668373087,-0.0105911262871829,0.079270220154077
"6",-0.224773059995826,-0.511219341642485,0.0616732216508329,0.189687257106911,-0.183108767517854,-0.398265432092651,0.0320478970569438,0.231351549584883,-0.0885734003875292,-0.177991167708467,0.000844366933408572,0.325886916715208,-0.414460317102737
"7",0.756455845481155,0.357206408297801,1.15570528266451,0.68866997632572,0.0108031035056691,-0.259952931560556,0.281559138571894,-0.0569827656497662,0.150722051697546,0.0559184081839809,0.245525695211111,0.0829361825421104,0.0677858691554354
"8",0.0976530730708548,-0.0828693428994073,0.278175489041117,-0.147442713274393,0.323172075961846,0.213469945043852,0.43287420687984,0.0780762896165982,0.222441945096543,0.176758305784993,0.268125584408094,-0.0226538412487043,0.245095786345248
"9",-0.495048907474171,-1.01933705233756,0.0292392373892196,0.390425879275682,-0.245740931752194,-0.482607468967108,-0.00887439453727942,0.639733854997659,-0.122826446685325,-0.223363185049529,-0.0222897083211213,0.762648340064527,-0.885474786749852
"10",-0.377318555949427,-0.922874276656637,0.168237164757783,-0.700268185439122,0.319771959970732,0.0810704606892655,0.558473459252199,-0.00317766951896209,0.0268367333850776,-0.067167951226161,0.120841417996316,-0.296112896104617,0.322949629489694
"11",-0.107568096392279,-0.409836539952236,0.194700347167679,0.135271449071976,0.0478967126465753,-0.132662018872725,0.228455444165875,0.29073625811083,0.011564263186482,-0.0558520794088149,0.0789806057817789,0.254403808650737,-0.242839545464255
"12",-0.0899585725337746,-0.453634486903577,0.273717341836028,-0.170073899907006,0.0710238457669,-0.267241416556257,0.409289108090057,-0.00909148160633112,-0.0472217672950706,-0.170213783641528,0.0757702490513871,-0.127337094668302,0.0801153273732311
"13",-0.439968718799453,-0.909686526336629,0.029749088737722,0.183835567760581,-0.3108052397034,-0.586081141129672,-0.0355293382771271,0.312999046856634,-0.0898368997862149,-0.201939396617101,0.022265597044671,0.533967386773819,-0.623804286560034
"14",0.0915434098470012,-0.311018443318518,0.49410526301252,-0.223870847329935,-0.101663895426887,-0.301612893720738,0.0982851028669629,-0.417078152603823,-0.0118420475116202,-0.0857066498663295,0.0620225548430892,-0.327256304688556,0.315414257176936
"15",0.485777921796136,-0.0500293604254166,1.02158520401769,-0.0891069007762341,0.162443703590511,-0.0694690521402856,0.394356459321308,-0.412441118981858,0.122504319683876,0.032498286490265,0.212510352877487,-0.452380502888494,0.57488482257237
"16",-0.177137330221328,-0.533117485522883,0.178842825080227,-0.72950529080449,0.0464519276550781,-0.176684300170595,0.269588155480751,-0.505916032928084,0.039859107652551,-0.0521297037134811,0.131847919018583,-0.512508852930611,0.552367960583162
