"","asyn_eff_20","asyn_eff_50","asyn_eff_300"
"301",1.35763898637865,1.41320100915462,1.31883510668135
"301",0.769545148383878,0.52994989979227,0.596598159605252
"301",0.117166648388382,0.202998134455646,0.281662197720082
"301",0.681595839975109,0.669575454419684,0.582091969596115
"301",1.27849751944207,1.34515444381777,1.26326992037182
"301",1.34231122924618,1.3360675135881,1.15900864690324
"301",1.23775663096314,1.0980462369956,0.944754501380599
"301",0.767304410097259,0.820362281677049,0.903749299092858
"301",0.625553000323132,0.803403314814467,0.766287434968141
"301",1.0516442189712,0.928849725085228,0.936951688606295
"301",0.764713661923126,0.780928961608784,0.77552930391544
"301",1.36670114597212,1.21008538578754,1.24920900873517
"301",0.899300704972237,0.753959924094443,0.901781146981447
"301",1.31129214381276,1.36342588950139,1.24624068958336
"301",0.419791357934016,0.922299600423643,0.865877260555336
"301",1.11648775580234,1.34153889135345,1.21646942916601
"301",1.04027795241346,0.915040113189495,1.03029369347516
"301",0.458750817676883,0.579474974249136,0.504952371980817
"301",1.49773043369877,1.28442328089901,1.39212508671762
"301",1.48499908127466,1.50884565224066,1.6338463624141
"301",0.434270410124454,0.599998291727202,0.565197275245349
"301",0.710962750745057,0.613851741638151,0.544110327633081
"301",1.10642451136094,1.20374085463299,1.21481546983177
"301",1.23296207188518,1.01106046726911,1.02350978943827
"301",1.27577670899114,1.42289933334265,1.48652292361037
"301",0.901016436593075,0.853717536215797,0.893646424559687
"301",-0.116385874617728,-0.156894198177706,0.0863219267346537
"301",0.914963668873605,1.05357496279779,0.949202820000827
"301",1.10073283088534,1.13114070234682,1.50295283606603
"301",0.880266354664973,0.796112597824122,0.932856080216055
"301",1.05221178556871,0.915074569852537,1.08873667028394
"301",1.43014949372614,1.2763260843587,1.0614191947045
"301",1.35626997180089,1.10933626125672,1.02564699831981
"301",1.0470397552942,1.03281922775816,0.956053075859021
"301",1.33595668942533,1.44302140777676,1.49417061023661
"301",0.991950588666587,1.08788169762927,0.885156667589363
"301",1.51053168549974,1.2969319377296,1.26349446036788
"301",0.691797907195487,0.489671225720895,0.511910932710331
"301",1.06645233117815,1.02958286487001,0.970239715194091
"301",0.909107969151218,1.19658042554114,1.1028857141037
"301",1.28444428813099,1.50789800591608,1.40255052795438
"301",1.35216133622842,1.41043007718362,1.29382552351995
"301",0.759452142828377,0.710501314699086,0.794620863039139
"301",0.855419895106413,0.872379854463854,0.848974053586214
"301",1.47789780650895,1.28242600767868,1.29734876888866
"301",0.546022343711802,0.701224140465928,0.681214361140194
"301",0.549090886454877,0.420656001036518,0.425643650784458
"301",0.859938704979372,1.08128813877608,1.19787593913018
"301",0.972243975645163,1.07230345388507,1.0684910284444
"301",1.26948376662145,1.19562825336796,1.20044765746108
