"","MSEE_50","MSEE_150","MSEE_300"
"1",0.00286068648203705,0.00144487231027994,6.86706063965655e-06
"2",3.12583650401585e-05,7.04983501158882e-06,0.00135109935758083
"3",0.000840951899031443,0.00159038817138644,0.000249575823569072
"4",0.000318162392906282,0.00105838688525578,0.00616020829937969
"5",0.000994154409124323,1.16349379213584e-05,0.0010962230066052
"6",0.000282638035449487,0.000600914052556522,0.000105847381397371
"7",8.14049309432352e-07,0.000108891889005882,0.000776793317291979
"8",0.000331122236551011,0.0022321659380768,1.34757018722002e-06
"9",0.000880247680354456,4.96668160548472e-06,5.460905266555e-05
"10",0.000627511192057198,0.000202641129253548,0.00104566114701052
"11",9.05558572088814e-05,0.000433889919847282,0.0018759700771416
"12",8.72413888626986e-07,7.24651072366811e-05,0.00390402171822171
"13",0.00143221532670426,6.66515375930343e-05,0.00112505363471432
"14",8.06944545586077e-05,0.00262567343602792,0.00292641753169065
"15",7.55055277123757e-05,0.000333396662424198,0.00392965565373997
"16",7.87566945912414e-05,0.000524660000202738,0.00110689295080705
"17",0.0012131867702742,0.00031488442138685,0.00174345780871288
"18",0.000588710363679804,1.41575951432658e-05,0.000509093032535655
"19",0.000103167134741591,0.00130295378513336,0.00437571461743621
"20",6.62998357961364e-06,0.000255655351967203,0.00310540455679385
"21",6.24936149003691e-05,5.97654878134778e-06,0.00336377181143674
"22",0.000398032515240531,0.000290792054360601,0.00276820159331741
"23",0.000266675005494959,0.000164095184532405,0.000624074830004104
"24",1.6440415426765e-05,0.000478158487160755,0.000448165931727382
"25",0.000605184639672355,0.0010987846122741,0.000722773448421353
"26",0.000123478594325723,0.00102740680397426,0.000312112244086557
"27",3.77272592189264e-06,0.00407642713366396,0.00329274797761937
"28",5.62677450633282e-07,0.00185477583707998,0.0025836344168862
"29",0.00103749970277784,0.000176870468363375,0.00392394406743412
"30",0.000218028595615728,0.000918039786616981,0.000307051510637379
"31",0.000303391869353878,0.000946660533053226,0.00951158067156658
"32",1.1554314048388e-07,0.00182622106685042,0.00406288513744785
"33",1.51225070251553e-06,0.00019855907568306,0.00716046049335339
"34",0.000536757817418385,0.00239808119489693,1.87775205907631e-05
"35",0.000273334653606806,0.00020680217331894,0.00440409123828318
"36",0.0010349221321387,0.000652838844617307,0.0013749519159684
"37",7.23167471859641e-05,0.000895780191966574,3.91388884974953e-05
"38",0.000986986919870986,0.000185061671516449,0.00123972377653156
"39",0.000188203136642475,0.000845085884331576,0.00199087819307159
"40",0.000753877473471175,3.0051857792108e-09,0.000506705019411162
"41",7.51850105989636e-05,1.00876790019658e-06,0.000456432307843086
"42",1.26299091751439e-06,0.0010064499662044,0.000798673761720851
"43",5.63235527058764e-05,0.00310062909823729,0.000278482109778103
"44",0.000623680324405394,2.49676690546536e-07,3.85330602146974e-05
"45",0.000651679796224052,0.00157408026817054,6.51080237625036e-05
"46",1.38850207322006e-05,0.000198804115187796,0.000497519339056589
"47",0.000422009757797071,0.000577017112256447,0.000404279189859805
"48",6.77244229982207e-05,6.83212124166975e-05,0.000578752005195654
"49",0.00130642085242881,0.00108347576162493,0.00236780422049083
"50",1.53339208021002e-05,0.00119662232382865,0.000175835899029215
