"","fips","year","qtr","state","gdp","revenuepop","rev_state_total","rev_local_total","popestimate","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","avg_wkly_wage","year_qtr","treated","gdpcapita","lngdp","lngdpcapita","revstatecapita","revlocalcapita","emplvl1capita","emplvl2capita","emplvl3capita","emplvlcapita","totalwagescapita","taxwagescapita","avgwklywagecapita","estabscapita","abb"
"1",1,1990,1,"Alabama",71610,NA,NA,NA,4050055,86586,1571410,1572535,1581994,7832159837,0,382,1990,0,17681.241365858,11.178990008001,9.78025954672784,NA,NA,0.387997200038024,0.388274974043562,0.390610497882128,0.388960890654571,1933.84036439011,0,382,0.0213789689275825,"AL"
"2",1,1990,2,"Alabama",72718.25,NA,NA,NA,4062330.25,86188,1599077,1610310,1618397,8107228382,0,388,1990.25,0,17900.6248938033,11.1943476636553,9.79259090148784,NA,NA,0.393635401750018,0.396400563445082,0.398391292780788,0.396142419325296,1995.70883780313,0,388,0.0212163942111797,"AL"
"3",1,1990,3,"Alabama",73826.5,NA,NA,NA,4074605.5,86799,1599355,1604376,1611040,8102930357,0,388,1990.5,0,18118.6865820507,11.2094730247261,9.80469909253556,NA,NA,0.392517754172766,0.393750020707526,0.395385516462882,0.393884430447725,1988.64168739771,0,388,0.0213024303825241,"AL"
"4",1,1990,4,"Alabama",74934.75,NA,NA,NA,4086880.75,87915,1612133,1614907,1615504,8725347965,0,416,1990.75,0,18335.4383413316,11.2243730138488,9.81659098757343,NA,NA,0.394465387814411,0.395144145079349,0.39529022225569,0.394966585049817,2134.96514793097,0,416,0.0215115158424919,"AL"
"5",1,1991,1,"Alabama",76043,NA,NA,NA,4099156,91626,1581388,1580574,1590768,8165870493,0,396,1991,0,18550.8919397066,11.2390542487436,9.82827314988268,NA,NA,0.385783805251618,0.385585227788354,0.388072081179638,0.386480371406537,1992.08580815173,0,396,0.0223524062026427,"AL"
"6",1,1991,2,"Alabama",77347.25,NA,NA,NA,4112870.5,91880,1598886,1607915,1611020,8424720751,0,404,1991.25,0,18806.1476771515,11.2560603026866,9.84193909946766,NA,NA,0.388751846186258,0.390947149928499,0.391702097111981,0.390467031075579,2048.37977539045,0,404,0.0223396287337518,"AL"
"7",1,1991,3,"Alabama",78651.5,NA,NA,NA,4126585,93501,1602156,1608671,1618970,8491170122,0,406,1991.5,0,19059.7067551014,11.2727819801418,9.85533179173314,NA,NA,0.388252271551416,0.38983105885375,0.392326827146418,0.390136719183861,2057.6748381531,0,406,0.0226582028481178,"AL"
"8",1,1991,4,"Alabama",79955.75,NA,NA,NA,4140299.5,93138,1624888,1626229,1628008,9137622565,0,432,1991.75,0,19311.5860338123,11.289228635626,9.86846050741019,NA,NA,0.392456632666308,0.392780522278642,0.393210201339299,0.392815785428083,2206.99554826891,0,432,0.0224954740593042,"AL"
"9",1,1992,1,"Alabama",81260,1443.28605943465,NA,NA,4154014,92864,1602304,1605548,1616322,8663062994,0,414,1992,0,19561.8021508835,11.3054091695417,9.88133407384793,NA,NA,0.385724265734299,0.386505197141849,0.389098833080486,0.387109431985545,2085.46793390682,0,414,0.0223552448306626,"AL"
"10",1,1992,2,"Alabama",82085.75,1443.28605943465,NA,NA,4169061,93828,1630120,1640104,1643646,8868612807,0,416,1992.25,0,19689.2657603235,11.3155197115572,9.88782888095939,NA,NA,0.391004113396278,0.39339889725768,0.394248489048253,0.39288383323407,2127.24467380065,0,416,0.0225057872744006,"AL"
"11",1,1992,3,"Alabama",82911.5,1443.28605943465,NA,NA,4184108,94361,1633140,1639788,1650256,9019976119,0,423,1992.5,0,19815.8125937476,11.3255290528535,9.89423551380451,NA,NA,0.390319752740608,0.391908621861577,0.39441046932823,0.392212947976805,2155.77038618506,0,423,0.0225522381353445,"AL"
"12",1,1992,4,"Alabama",83737.25,1443.28605943465,NA,NA,4199155,94872,1664189,1666582,1672282,10067938420,0,464,1992.75,0,19941.4525065162,11.3354391992918,9.90055588472023,NA,NA,0.396315211036506,0.396885087595004,0.39824250355131,0.397147600727607,2397.61057165072,0,464,0.0225931169485289,"AL"
"13",1,1993,1,"Alabama",84563,NA,NA,NA,4214202,94748,1642645,1651677,1658123,8892315786,0,414,1993,0,20066.1952132337,11.3452520976821,9.90679184799568,NA,NA,0.389787912397175,0.391931141411826,0.393460731118252,0.391726594975751,2110.08294951215,0,414,0.0224830228830986,"AL"
"14",1,1993,2,"Alabama",85946.75,NA,NA,NA,4225708.75,95826,1677580,1681881,1688270,9390905846,0,429,1993.25,0,20339.0141357944,11.3614831974143,9.92029619919457,NA,NA,0.396993758739288,0.39801157616459,0.399523511884249,0.398176282262709,2222.32680991088,0,429,0.0226769059746486,"AL"
"15",1,1993,3,"Alabama",87330.5,NA,NA,NA,4237215.5,96799,1678209,1680657,1690090,9576449027,0,438,1993.5,0,20610.351302642,11.3774550508008,9.93354871899115,NA,NA,0.396064113331031,0.396641851234614,0.398868077396583,0.397191347320742,2260.08071267558,0,438,0.022844955608229,"AL"
"16",1,1993,4,"Alabama",88714.25,NA,NA,NA,4248722.25,97558,1698417,1700770,1705914,10415914247,0,471,1993.75,0,20880.2187528262,11.3931758092837,9.94655751860962,NA,NA,0.399747712385765,0.400301525947007,0.40151224288667,0.400520493739814,2451.54040064634,0,471,0.0229617269050713,"AL"
"17",1,1994,1,"Alabama",90098,NA,NA,NA,4260229,97704,1663550,1670147,1684279,9495415640,0,437,1994,0,21148.628395328,11.4086532457918,9.95933033108676,NA,NA,0.390483704045017,0.392032212352904,0.395349404926355,0.392621773774759,2228.85099369071,0,437,0.0229339784316759,"AL"
"18",1,1994,2,"Alabama",91528.25,NA,NA,NA,4269371.75,98846,1702253,1708454,1718016,9867996154,0,444,1994.25,0,21438.3416014312,11.4244029467816,9.9729362615135,NA,NA,0.398712761426784,0.400165199950086,0.402404873738156,0.400427611705009,2311.34619607674,0,444,0.023152352568033,"AL"
"19",1,1994,3,"Alabama",92958.5,NA,NA,NA,4278514.5,99852,1707393,1720249,1738678,10304945571,0,460,1994.5,0,21726.816632268,11.4399084359831,9.98630256607465,NA,NA,0.399062104382257,0.402066885597793,0.40637422170709,0.40250107056238,2408.53351577983,0,460,0.0233380066843293,"AL"
"20",1,1994,4,"Alabama",94388.75,NA,NA,NA,4287657.25,101048,1734999,1744825,1753888,10839488483,0,478,1994.75,0,22014.0614084766,11.455177171303,9.99943668309869,NA,NA,0.404649648709677,0.406941343084268,0.409055084801846,0.40688202553193,2528.06785873568,0,478,0.0235671822881831,"AL"
"21",1,1995,1,"Alabama",95819,NA,NA,NA,4296800,100664,1726766,1730273,1744145,10489205579,0,465,1995,0,22300.0837832806,11.470216274148,10.0123457145389,NA,NA,0.401872556320983,0.402688745112642,0.405917194191026,0.403492831874884,2441.16681693353,0,465,0.0234276671010985,"AL"
"22",1,1995,2,"Alabama",96900.75,NA,NA,NA,4305375.5,101612,1750707,1757621,1768744,10520583727,0,460,1995.25,0,22506.9218701133,11.481442537787,10.0215781795531,NA,NA,0.406632824477215,0.408238723892957,0.410822238385479,0.408564595585217,2443.59260347907,0,460,0.0236011934382959,"AL"
"23",1,1995,3,"Alabama",97982.5,NA,NA,NA,4313951,101203,1753351,1761763,1773767,10637286887,0,464,1995.5,0,22712.9376295651,11.4925441702784,10.030689980744,NA,NA,0.406437393470626,0.408387346077876,0.411169946065683,0.408664895204728,2465.78760097182,0,464,0.0234594690574835,"AL"
"24",1,1995,4,"Alabama",99064.25,NA,NA,NA,4322526.5,102638,1771328,1781108,1785963,11323176597,0,489,1995.75,0,22918.1359559045,11.5035239085128,10.0396838392449,NA,NA,0.409789968898976,0.412052534553576,0.413175720264526,0.411672741239026,2619.5736676224,0,489,0.0237449093718685,"AL"
"25",1,1996,1,"Alabama",100146,NA,NA,NA,4331102,102800,1749482,1753075,1766693,10857064315,0,475,1996,0,23122.5217046378,11.5143844002065,10.0485623871084,NA,NA,0.4039346106372,0.404764191653764,0.407908426077243,0.405535742789402,2506.76717265029,0,475,0.0237352987761544,"AL"
"26",1,1996,2,"Alabama",101164,NA,NA,NA,4340310.25,103131,1776900,1785016,1789276,10982614564,0,474,1996.25,0,23308.0112187833,11.5244982413228,10.0565524095904,NA,NA,0.409394697072634,0.411264609482698,0.412246106139532,0.410968470898288,2530.37546428853,0,474,0.0237612046281715,"AL"
"27",1,1996,3,"Alabama",102182,NA,NA,NA,4349518.5,104818,1772621,1781571,1791666,11114714632,0,480,1996.5,0,23492.7153430891,11.5345108159953,10.0644456666764,NA,NA,0.407544191385782,0.409601890416146,0.411922836976093,0.409689639592674,2555.38966715511,0,480,0.0240987594373952,"AL"
"28",1,1996,4,"Alabama",103200,NA,NA,NA,4358726.75,106058,1798989,1808028,1811107,11992235070,0,511,1996.75,0,23676.6390552012,11.5444241320296,10.0722441471342,NA,NA,0.412732686213927,0.414806456954431,0.415512855904537,0.414350666357631,2751.31609706894,0,511,0.0243323351251601,"AL"
"29",1,1997,1,"Alabama",104218,1842.06134259259,NA,NA,4367935,106656,1778728,1783471,1800578,11544994096,0,497,1997,0,23859.7872907907,11.5542401381044,10.0799497807249,NA,NA,0.407224008599029,0.408309876406128,0.412226372416256,0.409253419140471,2643.12406114102,0,497,0.0244179457798708,"AL"
