"","MSEE_50","MSEE_150","MSEE_300"
"1",0.258081583918093,0.156784865004497,0.378514984784811
"2",0.422072015744711,0.413591187873083,0.254905372881835
"3",0.218727094579171,0.140002398303247,0.235048937466435
"4",0.390876440262758,0.109713688448498,0.130254642296605
"5",0.423605035799045,0.104919346905053,0.116221499546248
"6",0.303106082128466,0.179131702756773,0.234531997651012
"7",0.183754116345509,0.191870178175437,0.329906910505441
"8",0.119537838508215,0.132832338923498,0.0571766888544595
"9",0.340752024941554,0.111199831624209,0.0711505894492691
"10",0.103903655583684,0.0804712046903657,0.111052680308076
"11",0.469123908382678,0.4672212016766,0.13123476416405
"12",0.481105791503791,0.073313360228591,0.172172286544189
"13",0.416578838689026,0.310901138437739,0.185725477004392
"14",0.136657959849846,0.0413043756393266,0.208925669481026
"15",0.36372489030839,0.134838870537498,0.348379894391905
"16",0.212857789244067,0.272105236091699,0.151886091548092
"17",0.216118735331151,0.14477092572921,0.367566564820024
"18",0.191196280744201,0.139930064808218,0.142569278646895
"19",0.222912714458887,0.0615506561874554,0.0772936477154083
"20",0.0885021712776434,0.0645479511947147,0.0698998695578743
"21",0.483811933502378,0.0989381606300458,0.275667774461107
"22",1.10039990712312,0.106430505012683,0.172916456535077
"23",0.533886496091871,0.164099688730891,0.188812716762716
"24",0.11271555506376,0.166378632388791,0.103892897096887
"25",0.532651904154716,0.173791728684948,0.173688901118548
"26",0.0923345979418941,0.119143753712455,0.0724403725081604
"27",0.298883051867767,0.201622476520046,0.111328120462218
"28",0.10958555467235,0.0659894680310061,0.224883536898802
"29",0.411352648503008,0.178593108202574,0.132421789297176
"30",0.301270221857491,0.152421329385841,0.373636602660421
"31",0.343807375658013,0.252588185445349,0.150777388749493
"32",0.801038877064048,0.0457012071505597,0.0841222822637434
"33",0.569715049045712,0.397589784500816,0.0762507665821364
"34",0.239983467608027,0.12876222389169,0.280508167356154
"35",0.0477003862692226,0.234679971073744,0.196721142389258
"36",0.637463753821928,0.0598662632370611,0.173070156601499
"37",0.127955121506311,0.257036814005201,0.323559793352294
"38",0.49295245004868,0.336056388408833,0.269864019264825
"39",0.518728739458535,0.26680607274463,0.0750071104273036
"40",0.337662263387068,0.100161535780444,0.173348943590002
"41",0.301605398741445,0.495951858210823,0.170239796113413
"42",0.397694411943574,0.327186781830438,0.0565042246031561
"43",0.183593012502439,0.446488774163702,0.108479370319591
"44",0.38491566738102,0.237964365741337,0.143427788941322
"45",0.26765218525104,0.081274268751461,0.11713061502025
"46",0.168879341840295,0.100903233430043,0.409431470340823
"47",0.169188763396194,0.0638948171733648,0.120999109686661
"48",0.0688868166708452,0.0429856819347783,0.18056710795564
"49",0.297903628692463,0.281050289783221,0.275135077916961
"50",0.210420057540718,0.271985376970814,0.058466720634166
