"","MSEE_50","MSEE_150","MSEE_300"
"1",0.443134655150892,0.255208361003799,0.140967178747743
"2",0.208041828541436,0.434614480196165,0.108462222359308
"3",0.478884419387157,0.15774365674089,0.205687788753813
"4",0.4989790568609,0.403240499051704,0.2121564509586
"5",0.270863778820111,0.155987913208186,0.278885964712047
"6",0.852238847165395,0.367449004223886,0.156308443968131
"7",0.28827791255312,0.0780138624867138,0.20196060011366
"8",0.105839652213139,0.102598270109148,0.156576380555394
"9",0.159435733243985,0.196223849731618,0.114892570011358
"10",0.242843310664713,0.0828375250779545,0.0825468849772679
"11",0.157166593854189,0.506135108252769,0.0915231956485154
"12",0.7484106571043,0.146983296436902,0.268046896020699
"13",0.18805145768092,0.115553711880467,0.124959830714282
"14",0.419528182637697,0.108442833505269,0.0675214600189338
"15",0.435795323220807,0.158101234473198,0.0737365162345612
"16",0.0984076575970442,0.113532890156663,0.101277398570854
"17",0.625032212439426,0.331169219263721,0.535822964958192
"18",0.331567686519822,0.377380752934288,0.165903585470243
"19",0.282467559904623,0.318315238037318,0.456139838970567
"20",0.140575534535251,0.170207713808852,0.0993358659085591
"21",0.318386519609559,0.118938998904371,0.153354500788813
"22",0.389766761839475,0.0749615669267565,0.161342907895979
"23",0.37679663921814,0.136570764952447,0.0915384943180816
"24",0.338668858755068,0.173616123411096,0.174783014410474
"25",0.314445335358129,0.239179654776667,0.0662699987231562
"26",0.203585240528654,0.118679168168571,0.0991299466877879
"27",0.299399633838684,0.119683671323181,0.0900024330004171
"28",0.276613431290973,0.311793512250704,0.176998308750676
"29",0.299575962410814,0.312129559765298,0.195381765359779
"30",0.109112418382039,0.0893548715462507,0.0794131249405496
"31",0.487543202022477,0.0511490968638143,0.0545863489016092
"32",0.536107962306977,0.167821268738331,0.187208362354928
"33",0.270579323735322,0.172530501164596,0.248648183997778
"34",0.238758172706928,0.105582254730445,0.115115097532623
"35",0.339571733687157,0.0332097872367909,0.219262183668826
"36",0.400631205732447,0.338598290439261,0.133241001157707
"37",0.488290396533103,0.130737909845404,0.3069120177377
"38",0.0596718597600312,0.0402649356644991,0.279645222659079
"39",0.36768023942482,0.138570526298416,0.468910693128265
"40",0.746587335318629,0.738061601205059,0.0995066828083902
"41",0.363639111560276,0.285832828951493,0.146702380650785
"42",0.194973275113481,0.222327435580961,0.131532273762995
"43",0.0774384190932167,0.0749817772004199,0.0994819483076257
"44",0.267281214922513,0.0975455298335422,0.138311695320281
"45",0.0998971137382896,0.130278725515886,0.070349989299667
"46",0.177165493516527,0.123598090152478,0.172121338732441
"47",0.131989363925699,0.174635183730421,0.140071783049678
"48",0.0759457993231641,0.272081627710721,0.20932946364958
"49",0.287557841659829,0.195792721850564,0.8454500174355
"50",0.119994418633738,0.0907475040233924,0.129697374997457
