"","X","timepoint","state","y","ysl","ysl_lag1","y_lag1","latitude","longitude","totalwagescapita","emplvlcapita","popestimate","qtrly_estabs_count","totalwagescapita_dif","emplvlcapita_dif","popestimate_dif","qtrly_estabs_count_dif","y_lag2","ysl_lag2","y_lag3","ysl_lag3","y_lag4","ysl_lag4","y_lag5","ysl_lag5"
"1",7,7,"Wisconsin",1.59435617559751,5.70196866691077,5.82731590361547,1.63023306726249,43.074684,-89.384445,2377.86540391788,0.448383463261627,4994870.5,119501,-164.114653143882,-1.3886594347225,15263.75,776,0.787205826862092,3.13060182887952,0.798277538332215,3.18354368842577,0.809610463656973,3.2380509250693,0.821213559059863,3.29423046652835
"2",8,8,"Wisconsin",1.55984686398973,5.58129155121279,5.70196866691077,1.59435617559751,43.074684,-89.384445,2620.65190488658,0.452343500908517,5010134.25,119876,299.053816266049,0.513436326086081,15263.75,375,1.63023306726249,5.82731590361547,0.787205826862092,3.13060182887952,0.798277538332215,3.18354368842577,0.809610463656973,3.2380509250693
"3",9,9,"Wisconsin",1.52662974932092,5.46501293829067,5.58129155121279,1.55984686398973,43.074684,-89.384445,2434.56376649173,0.438977834856728,5025398,121109,-428.874639363553,-1.73257036986786,15263.75,1233,1.59435617559751,5.70196866691077,1.63023306726249,5.82731590361547,0.787205826862092,3.13060182887952,0.798277538332215,3.18354368842577
"4",10,10,"Wisconsin",1.25299749549175,4.11834995790201,5.46501293829067,1.52662974932092,43.074684,-89.384445,2557.56089035495,0.455456815820195,5040270.75,123205,309.085262258071,2.98446470152551,14872.75,2096,1.55984686398973,5.58129155121279,1.59435617559751,5.70196866691077,1.63023306726249,5.82731590361547,0.787205826862092,3.13060182887952
"5",11,11,"Wisconsin",1.23025451085468,4.04459046831107,4.11834995790201,1.25299749549175,43.074684,-89.384445,2507.47458860466,0.453656162283029,5055143.5,123843,-173.083425613511,-1.82796345006326,14872.75,638,1.52662974932092,5.46501293829067,1.55984686398973,5.58129155121279,1.59435617559751,5.70196866691077,1.63023306726249,5.82731590361547
"6",12,12,"Wisconsin",1.20821579033077,3.97339674291004,4.04459046831107,1.23025451085468,43.074684,-89.384445,2907.91355116465,0.460416407278116,5070016.25,126084,450.52526431029,0.856089853225289,14872.75,2241,1.25299749549175,4.11834995790201,1.52662974932092,5.46501293829067,1.55984686398973,5.58129155121279,1.59435617559751,5.70196866691077
"7",13,13,"Wisconsin",1.18684988556961,3.90462438166139,3.97339674291004,1.20821579033077,43.074684,-89.384445,2470.51836608429,0.445964962722556,5084889,125276,-837.834147640358,-2.12116895506473,14872.75,-808,1.23025451085468,4.04459046831107,1.25299749549175,4.11834995790201,1.52662974932092,5.46501293829067,1.55984686398973,5.58129155121279
"8",14,14,"Wisconsin",1.70209114255364,7.54272586500946,3.90462438166139,1.18684988556961,43.074684,-89.384445,2671.79613960819,0.459661765909232,5097086.25,126079,638.672958604258,2.81482477422371,12197.25,803,1.20821579033077,3.97339674291004,1.23025451085468,4.04459046831107,1.25299749549175,4.11834995790201,1.52662974932092,5.46501293829067
"9",15,15,"Wisconsin",1.66567968114055,7.36276609152426,7.54272586500946,1.70209114255364,43.074684,-89.384445,2658.10830187834,0.458830675573199,5109283.5,125947,-214.965611253756,-1.45278935227097,12197.25,-132,1.18684988556961,3.90462438166139,1.20821579033077,3.97339674291004,1.23025451085468,4.04459046831107,1.25299749549175,4.11834995790201
"10",16,16,"Wisconsin",1.63064810457882,7.19073940377868,7.36276609152426,1.66567968114055,43.074684,-89.384445,3014.89852519703,0.46615411633312,5121480.75,126791,370.478061048555,0.81545310959536,12197.25,844,1.70209114255364,7.54272586500946,1.18684988556961,3.90462438166139,1.20821579033077,3.97339674291004,1.23025451085468,4.04459046831107
"11",17,17,"Wisconsin",1.59692032117995,7.02612335912747,7.19073940377868,1.63064810457882,43.074684,-89.384445,2658.33727300388,0.452779599084062,5133678,127615,-713.351475511854,-2.06979580089788,12197.25,824,1.66567968114055,7.36276609152426,1.70209114255364,7.54272586500946,1.18684988556961,3.90462438166139,1.20821579033077,3.97339674291004
"12",18,18,"Wisconsin",0.879321692117152,4.55632361505991,7.02612335912747,1.59692032117995,43.074684,-89.384445,2794.60156311101,0.470059965079607,5146467.5,129202,492.825542300286,3.06548832446039,12789.5,1587,1.63064810457882,7.19073940377868,1.66567968114055,7.36276609152426,1.70209114255364,7.54272586500946,1.18684988556961,3.90462438166139
"13",19,19,"Wisconsin",0.867354087230154,4.47754951795858,4.55632361505991,0.879321692117152,43.074684,-89.384445,2860.611720835,0.470951017430094,5159257,130427,-70.2541323831415,-1.63893136450591,12789.5,1225,1.59692032117995,7.02612335912747,1.63064810457882,7.19073940377868,1.66567968114055,7.36276609152426,1.70209114255364,7.54272586500946
"14",20,20,"Wisconsin",0.855661121638995,4.40131268530308,4.47754951795858,0.867354087230154,43.074684,-89.384445,3082.18514972748,0.478460057670917,5172046.5,131060,155.563271168498,0.661798789033707,12789.5,633,0.879321692117152,4.55632361505991,1.59692032117995,7.02612335912747,1.63064810457882,7.19073940377868,1.66567968114055,7.36276609152426
"15",21,21,"Wisconsin",0.844233726942889,4.32748765899262,4.40131268530308,0.855661121638995,43.074684,-89.384445,2909.24922234763,0.465113072043166,5184836,132551,-394.509356272337,-2.08560258685752,12789.5,1491,0.867354087230154,4.47754951795858,0.879321692117152,4.55632361505991,1.59692032117995,7.02612335912747,1.63064810457882,7.19073940377868
"16",22,22,"Wisconsin",1.27400597994871,5.62146166346409,4.32748765899262,0.844233726942889,43.074684,-89.384445,2959.38917329428,0.479142191289333,5196123.5,133531,223.075878326505,2.73761048739189,11287.5,980,0.855661121638995,4.40131268530308,0.867354087230154,4.47754951795858,0.879321692117152,4.55632361505991,1.59692032117995,7.02612335912747
"17",23,23,"Wisconsin",1.25255949965144,5.51681617699842,5.62146166346409,1.27400597994871,43.074684,-89.384445,2898.78383653604,0.477833290541755,5207411,133987,-110.745287704893,-1.53380199937452,11287.5,456,0.844233726942889,4.32748765899262,0.855661121638995,4.40131268530308,0.867354087230154,4.47754951795858,0.879321692117152,4.55632361505991
"18",24,24,"Wisconsin",1.23174587266881,5.41591538352506,5.51681617699842,1.25255949965144,43.074684,-89.384445,3189.2137461093,0.482287234387399,5218698.5,135885,351.035246331498,0.576284459322124,11287.5,1898,1.27400597994871,5.62146166346409,0.844233726942889,4.32748765899262,0.855661121638995,4.40131268530308,0.867354087230154,4.47754951795858
"19",25,25,"Wisconsin",1.21153791957571,5.31854907752773,5.41591538352506,1.23174587266881,43.074684,-89.384445,3012.4714245889,0.467737326001765,5229986,135607,-467.172231093662,-1.90038522312773,11287.5,-278,1.25255949965144,5.51681617699842,1.27400597994871,5.62146166346409,0.844233726942889,4.32748765899262,0.855661121638995,4.40131268530308
"20",26,26,"Wisconsin",1.88128269969088,7.50301408416902,5.31854907752773,1.21153791957571,43.074684,-89.384445,3086.86550820758,0.482783551759845,5239042.75,136474,251.136405139086,2.95961341437141,9056.75,867,1.23174587266881,5.41591538352506,1.25255949965144,5.51681617699842,1.27400597994871,5.62146166346409,0.844233726942889,4.32748765899262
"21",27,27,"Wisconsin",1.84022805017818,7.28901228870953,7.50301408416902,1.88128269969088,43.074684,-89.384445,3039.85554370682,0.482532200466093,5248099.5,136706,-121.404048119444,-1.52975770518329,9056.75,232,1.21153791957571,5.31854907752773,1.23174587266881,5.41591538352506,1.25255949965144,5.51681617699842,1.27400597994871,5.62146166346409
"22",28,28,"Wisconsin",1.80080447639597,7.08588250625439,7.28901228870953,1.84022805017818,43.074684,-89.384445,3381.007085342,0.488848066227186,5257156.25,138515,388.161506135943,0.656721705484647,9056.75,1809,1.88128269969088,7.50301408416902,1.21153791957571,5.31854907752773,1.23174587266881,5.41591538352506,1.25255949965144,5.51681617699842
"23",29,29,"Wisconsin",1.76291722852735,6.89274691485764,7.08588250625439,1.80080447639597,43.074684,-89.384445,3183.1217020656,0.472083323126758,5266213,137423,-539.036924911584,-2.30806088615222,9056.75,-1092,1.84022805017818,7.28901228870953,1.88128269969088,7.50301408416902,1.21153791957571,5.31854907752773,1.23174587266881,5.41591538352506
"24",30,30,"Wisconsin",1.20585714213455,4.53280810347962,6.89274691485764,1.76291722852735,43.074684,-89.384445,3253.95323324538,0.490018436556673,5274077.75,138270,268.716914456177,3.4699856530343,7864.75,847,1.80080447639597,7.08588250625439,1.84022805017818,7.28901228870953,1.88128269969088,7.50301408416902,1.21153791957571,5.31854907752773
"25",31,31,"Wisconsin",1.18796207659067,4.45342042528551,4.53280810347962,1.20585714213455,43.074684,-89.384445,3274.1431331371,0.488739827566594,5281942.5,142501,-50.6416312880524,-1.92137224199928,7864.75,4231,1.76291722852735,6.89274691485764,1.80080447639597,7.08588250625439,1.84022805017818,7.28901228870953,1.88128269969088,7.50301408416902
"26",32,32,"Wisconsin",1.17054442191833,4.37658898632236,4.45342042528551,1.18796207659067,43.074684,-89.384445,3664.81581573695,0.496898382576542,5289807.25,143388,370.482782708133,0.943716400002598,7864.75,887,1.20585714213455,4.53280810347962,1.76291722852735,6.89274691485764,1.80080447639597,7.08588250625439,1.84022805017818,7.28901228870953
"27",33,33,"Wisconsin",1.15358550455049,4.30217988985078,4.37658898632236,1.17054442191833,43.074684,-89.384445,3325.64294259818,0.478777596398317,5297672,141613,-729.845555738626,-2.62793411881727,7864.75,-1775,1.18796207659067,4.45342042528551,1.20585714213455,4.53280810347962,1.76291722852735,6.89274691485764,1.80080447639597,7.08588250625439
"28",34,34,"Wisconsin",1.31771575080712,5.09880189285639,4.30217988985078,1.15358550455049,43.074684,-89.384445,3459.76540777347,0.49798610318701,5306420.5,142637,473.295338314058,3.73292929669178,8748.5,1024,1.17054442191833,4.37658898632236,1.18796207659067,4.45342042528551,1.20585714213455,4.53280810347962,1.76291722852735,6.89274691485764
"29",35,35,"Wisconsin",1.29632385059555,5.01252332626478,5.09880189285639,1.31771575080712,43.074684,-89.384445,3435.83798803011,0.496900349421314,5315169,143862,-158.04988491865,-2.02942605543897,8748.5,1225,1.15358550455049,4.30217988985078,1.17054442191833,4.37658898632236,1.18796207659067,4.45342042528551,1.20585714213455,4.53280810347962
"30",36,36,"Wisconsin",1.27555499957257,4.92906864473213,5.01252332626478,1.29632385059555,43.074684,-89.384445,3930.29695670528,0.503136709637843,5323917.5,144185,518.386388418538,0.732211398222665,8748.5,323,1.31771575080712,5.09880189285639,1.15358550455049,4.30217988985078,1.17054442191833,4.37658898632236,1.18796207659067,4.45342042528551
"31",37,37,"Wisconsin",1.25538262878937,4.84829253955965,4.92906864473213,1.27555499957257,43.074684,-89.384445,3459.85834046235,0.487920176012024,5332666,142894,-964.897584918108,-2.14528938423498,8748.5,-1291,1.29632385059555,5.01252332626478,1.31771575080712,5.09880189285639,1.15358550455049,4.30217988985078,1.17054442191833,4.37658898632236
"32",38,38,"Wisconsin",0.372285685614671,1.13577228969106,4.84829253955965,1.25538262878937,43.074684,-89.384445,3636.87997860003,0.506600170930837,5342999.25,143676,647.460254380617,3.38965285446332,10333.25,782,1.27555499957257,4.92906864473213,1.29632385059555,5.01252332626478,1.31771575080712,5.09880189285639,1.15358550455049,4.30217988985078
"33",39,39,"Wisconsin",0.369475624859028,1.10549268902744,1.13577228969106,0.372285685614671,43.074684,-89.384445,3670.78366344702,0.505870502159169,5353332.5,144845,-143.117953290698,-1.94096636904811,10333.25,1169,1.25538262878937,4.84829253955965,1.27555499957257,4.92906864473213,1.29632385059555,5.01252332626478,1.31771575080712,5.09880189285639
