"","X","timepoint","state","y","ysl","ysl_lag1","y_lag1","latitude","longitude","totalwagescapita","emplvlcapita","popestimate","qtrly_estabs_count","totalwagescapita_dif","emplvlcapita_dif","popestimate_dif","qtrly_estabs_count_dif","y_lag2","ysl_lag2","y_lag3","ysl_lag3","y_lag4","ysl_lag4","y_lag5","ysl_lag5"
"1",7,7,"Utah",0.740444179410105,3.44200530564578,3.53075825128784,0.757962401201162,40.777477,-111.888237,2064.51103985286,0.398194352545135,1808289.5,42813,-54.0164311825995,-0.487115685660605,14254.75,755,1.01042693869768,1.84066308411666,1.03493096486673,1.88204924924484,1.06039481106563,1.92484034334477,1.08687203192694,1.96917103327507
"2",8,8,"Utah",0.723545961077754,3.35706566086067,3.44200530564578,0.740444179410105,40.777477,-111.888237,2202.53450910725,0.399757097804347,1822544.25,43082,121.079156300229,0.0992611903067042,14254.75,269,0.757962401201162,3.53075825128784,1.01042693869768,1.84066308411666,1.03493096486673,1.88204924924484,1.06039481106563,1.92484034334477
"3",9,9,"Utah",0.707237994853394,3.2756892428857,3.35706566086067,0.723545961077754,40.777477,-111.888237,2067.12808695998,0.389836521760592,1836799,43315,-273.429891401677,-1.14833213029665,14254.75,233,0.740444179410105,3.44200530564578,0.757962401201162,3.53075825128784,1.01042693869768,1.84066308411666,1.03493096486673,1.88204924924484
"4",10,10,"Utah",1.26969519678166,3.25695028173776,3.2756892428857,0.707237994853394,40.777477,-111.888237,2109.54028377871,0.397422110991149,1852200.25,44143,177.818618966011,1.75061652743118,15401.25,828,0.723545961077754,3.35706566086067,0.740444179410105,3.44200530564578,0.757962401201162,3.53075825128784,1.01042693869768,1.84066308411666
"5",11,11,"Utah",1.23322420900802,3.17602974597122,3.25695028173776,1.26969519678166,40.777477,-111.888237,2161.65091857123,0.398590206029855,1867601.5,44833,9.69843797378098,-0.641749419185023,15401.25,690,0.707237994853394,3.2756892428857,0.723545961077754,3.35706566086067,0.740444179410105,3.44200530564578,0.757962401201162,3.53075825128784
"6",12,12,"Utah",1.19839224798941,3.0988629367009,3.17602974597122,1.23322420900802,40.777477,-111.888237,2385.84113220228,0.4022316660628,1883002.75,45511,172.079578838535,0.247336499423778,15401.25,678,1.26969519678166,3.25695028173776,0.707237994853394,3.2756892428857,0.723545961077754,3.35706566086067,0.740444179410105,3.44200530564578
"7",13,13,"Utah",1.16509799098967,3.02518419721132,3.0988629367009,1.19839224798941,40.777477,-111.888237,2073.03965383554,0.394416046321015,1898404,45618,-536.991691997789,-1.1457079774729,15401.25,107,1.23322420900802,3.17602974597122,1.26969519678166,3.25695028173776,0.707237994853394,3.2756892428857,0.723545961077754,3.35706566086067
"8",14,14,"Utah",1.71671297581266,4.29035949706957,3.02518419721132,1.16509799098967,40.777477,-111.888237,2216.48298186779,0.404975074208731,1913914.5,46518,456.244806398991,1.8374647629501,15510.5,900,1.19839224798941,3.0988629367009,1.23322420900802,3.17602974597122,1.26969519678166,3.25695028173776,0.707237994853394,3.2756892428857
"9",15,15,"Utah",1.66082752621257,4.17624874790121,4.29035949706957,1.71671297581266,40.777477,-111.888237,2251.61579175143,0.408137312066203,1929425,47226,-108.310518148614,-0.739679003024468,15510.5,708,1.16509799098967,3.02518419721132,1.19839224798941,3.0988629367009,1.23322420900802,3.17602974597122,1.26969519678166,3.25695028173776
"10",16,16,"Utah",1.60784560677172,4.06767865920585,4.17624874790121,1.66082752621257,40.777477,-111.888237,2471.96252369295,0.413237011373042,1944935.5,47939,185.213922057878,0.193746144936768,15510.5,713,1.71671297581266,4.29035949706957,1.16509799098967,3.02518419721132,1.19839224798941,3.0988629367009,1.23322420900802,3.17602974597122
"11",17,17,"Utah",1.55755740994952,3.96424762138601,4.06767865920585,1.60784560677172,40.777477,-111.888237,2220.21189668065,0.406169310452826,1960446,48219,-472.097358953808,-1.21674002270559,15510.5,280,1.66082752621257,4.17624874790121,1.71671297581266,4.29035949706957,1.16509799098967,3.02518419721132,1.19839224798941,3.0988629367009
"12",18,18,"Utah",1.72677765250739,2.76791196623769,3.96424762138601,1.55755740994952,40.777477,-111.888237,2315.57081760974,0.41745167984609,1973878.75,49086,347.109547941383,1.83500703134809,13432.75,867,1.60784560677172,4.06767865920585,1.66082752621257,4.17624874790121,1.71671297581266,4.29035949706957,1.16509799098967,3.02518419721132
"13",19,19,"Utah",1.67470934378198,2.71068193160708,2.76791196623769,1.72677765250739,40.777477,-111.888237,2420.19211029574,0.420846287392121,1987311.5,50041,9.26237175690903,-0.788776184723333,13432.75,955,1.55755740994952,3.96424762138601,1.60784560677172,4.06767865920585,1.66082752621257,4.17624874790121,1.71671297581266,4.29035949706957
"14",20,20,"Utah",1.62518573696548,2.6556164665628,2.71068193160708,1.67470934378198,40.777477,-111.888237,2569.6865169049,0.425856361534797,2000744.25,50835,44.8731139231531,0.161546659664541,13432.75,794,1.72677765250739,2.76791196623769,1.55755740994952,3.96424762138601,1.60784560677172,4.06767865920585,1.66082752621257,4.17624874790121
"15",21,21,"Utah",1.57803230306257,2.60259294735938,2.6556164665628,1.62518573696548,40.777477,-111.888237,2429.00001141906,0.419951341581864,2014177,51111,-290.180912094994,-1.091509409561,13432.75,276,1.67470934378198,2.71068193160708,1.72677765250739,2.76791196623769,1.55755740994952,3.96424762138601,1.60784560677172,4.06767865920585
"16",22,22,"Utah",2.11390174891015,3.5149607236292,2.60259294735938,1.57803230306257,40.777477,-111.888237,2465.86835619524,0.429266218088051,2027626.75,52217,177.554850262026,1.52198964591213,13449.75,1106,1.62518573696548,2.6556164665628,1.67470934378198,2.71068193160708,1.72677765250739,2.76791196623769,1.55755740994952,3.96424762138601
"17",23,23,"Utah",2.04313372490557,3.43932396001634,3.5149607236292,2.11390174891015,40.777477,-111.888237,2506.93836267283,0.433405933911182,2041076.5,53062,4.20166170140737,-0.517516068305701,13449.75,845,1.57803230306257,2.60259294735938,1.62518573696548,2.6556164665628,1.67470934378198,2.71068193160708,1.72677765250739,2.76791196623769
"18",24,24,"Utah",1.97626681957512,3.36679897512759,3.43932396001634,2.04313372490557,40.777477,-111.888237,2764.7525953976,0.438553656834514,2054526.25,54113,216.744226247174,0.100800710020088,13449.75,1051,2.11390174891015,3.5149607236292,1.57803230306257,2.60259294735938,1.62518573696548,2.6556164665628,1.67470934378198,2.71068193160708
"19",25,25,"Utah",1.9129974128969,3.29718386015863,3.36679897512759,1.97626681957512,40.777477,-111.888237,2583.989581117,0.432438932237769,2067976,54395,-438.577247005372,-1.12624475200757,13449.75,282,2.04313372490557,3.43932396001634,2.11390174891015,3.5149607236292,1.57803230306257,2.60259294735938,1.62518573696548,2.6556164665628
"20",26,26,"Utah",1.78833636963507,4.25725759251634,3.29718386015863,1.9129974128969,40.777477,-111.888237,2652.877646896,0.441845497137175,2080928,55828,249.651080059611,1.55212894961495,12952,1433,1.97626681957512,3.36679897512759,2.04313372490557,3.43932396001634,2.11390174891015,3.5149607236292,1.57803230306257,2.60259294735938
"21",27,27,"Utah",1.73536816064956,4.10964602708077,4.25725759251634,1.78833636963507,40.777477,-111.888237,2697.49272498902,0.444511942741068,2093880,56708,-24.2729876859898,-0.674011929551238,12952,880,1.9129974128969,3.29718386015863,1.97626681957512,3.36679897512759,2.04313372490557,3.43932396001634,2.11390174891015,3.5149607236292
"22",28,28,"Utah",1.6849690072009,3.97029719559647,4.10964602708077,1.73536816064956,40.777477,-111.888237,2929.73539560819,0.449194651812136,2106832,57772,187.627592526162,0.201626346717565,12952,1064,1.78833636963507,4.25725759251634,1.9129974128969,3.29718386015863,1.97626681957512,3.36679897512759,2.04313372490557,3.43932396001634
"23",29,29,"Utah",1.63696314030854,3.83844418724451,3.97029719559647,1.6849690072009,40.777477,-111.888237,2758.88909813453,0.441766551057403,2119784,57547,-403.088968092843,-1.21108098258015,12952,-225,1.73536816064956,4.10964602708077,1.78833636963507,4.25725759251634,1.9129974128969,3.29718386015863,1.97626681957512,3.36679897512759
"24",30,30,"Utah",1.45957878233638,2.69323140444264,3.83844418724451,1.63696314030854,40.777477,-111.888237,2797.5450005818,0.451551020459232,2131328,58538,209.502199920936,1.72125701565613,11544,991,1.6849690072009,3.97029719559647,1.73536816064956,4.10964602708077,1.78833636963507,4.25725759251634,1.9129974128969,3.29718386015863
"25",31,31,"Utah",1.4231912187185,2.63505012055774,2.69323140444264,1.45957878233638,40.777477,-111.888237,2893.67971908728,0.4529002821136,2142872,59539,57.4788160582139,-0.843520774746048,11544,1001,1.63696314030854,3.83844418724451,1.6849690072009,3.97029719559647,1.73536816064956,4.10964602708077,1.78833636963507,4.25725759251634
